"actor_code","actor_name","url","final_url","status","title","site_name","heading","formerly","lang","fetched_at"
"GHA12","Ministry of Finance, Ghana","https://mofep.gov.gh/","https://mofep.gov.gh/","200","Home | Ministry of Finance | Ghana","","","","en","2026-09-14 13:32"
"GHA13","Friends of the Nation","https://www.programmeppi.org/en/beneficiaire/fon-friends-of-the-nation/","https://www.programmeppi.org/en/beneficiaire/fon-friends-of-the-nation/","200","FON - Friends of the Nation - UICN","UICN","FON – Friends of the Nation","","en-US","2026-09-14 13:32"
"GHA14","A Rocha Ghana","https://ghana.arocha.org/","https://ghana.arocha.org/","200","Home - A Rocha Ghana","A Rocha Ghana","","","en-GB","2026-09-14 13:32"
"GHA15","Government of Ghana","https://www.ghana.gov.gh/","https://www.ghana.gov.gh/","200","Ghana.GOV : The Ghana Government Official Web Portal | Ghana.GOV","","Welcome to Ghana's Digital Services and Payments Platform","Box CT 2783 Cantonments, Accra"",""operating_hours"":""[{\""id\"":\""monday\"",\""name\"":\""Monday\"",\""selected\"":true,\""openingHours\"":\""8:00 am\"",\""closingHours\"":\""5:00 pm\""},{\""id\"":\""tuesday\"",\""name\"":\""Tuesday\"",\""selected\"":true,\""openingHours\"":\""8:00 am\"",\""closingHours\"":\""5:00 pm\""},{\""id\"":\""wedn","en","2026-09-14 13:32"
"GHA16","Grameen Ghana","https://grameenghana.org/","https://grameenghana.org/","200","Home | Grameen Ghana","","","","en","2026-09-14 13:32"
"GHA17","Ghana Trade and Livelihood Coalition","https://gtlconline.com/","","no response","","","","","","2026-09-14 13:32"
"GHA18","Northern Development Society","https://nordesogh.com/","","no response","","","","","","2026-09-14 13:32"
"GHA19","Peasant Farmers Association of Ghana","https://peasantfarmers.com/","https://peasantfarmers.com/","200","Peasant Farmers Association – Together, we can make poverty history","","PEASANT FARMERS ASSOCIATION GHANA","","en-US","2026-09-14 13:32"
"GHA2","Plant Protection and Regulatory Services Directorate, Ministry of Food and Agriculture, Ghana","https://mofa.gov.gh/site/directorates/technical-directorates/plant-protection-regulatory-services","https://mofa.gov.gh/site/directorates/technical-directorates/plant-protection-regulatory-services","200","MOFA - Plant Protection & Regulatory Services","","Plant Protection & Regulatory Services","","en-gb","2026-09-14 13:32"
"GHA20","Shea Network Ghana","https://sheanetworkghana.org/","https://sheanetworkghana.org/","200","Home - Shea Network Ghana","Shea Network Ghana - Coordinating Ghana's shea value chain for equitable, sustainable growth","Shea Network Ghana","","en-US","2026-09-14 13:32"
"GHA21","Organisation for Indigenous Initiatives and Sustainability","https://orgiisghana.org/","https://orgiisghana.org/","200","OrgiisGhana","","Organistion for Indigenous Initiatives and SustainabilityORGIIS Ghana","","en-US","2026-09-14 13:32"
"GHA22","Ghana Alliance for Clean Cooking","https://www.ghacco.org/","https://www.ghacco.org/","200","GHACCO – Ghana Alliance for Clean Cooking","","","","en-US","2026-09-14 13:32"
"GHA23","Center for Energy, Environment and Sustainable Development","https://ceesdghana.org/wp/","https://ceesdghana.org/wp/","200","CEESD Maintenance","","Centre for Energy, Environment and Sustainable Development","","en","2026-09-14 13:32"
"GHA26","Ghana Health Service","https://ghs.gov.gh/","https://ghs.gov.gh/","200","Ghana Health Service - Your Health Our Concern","Ghana Health Service","Welcome toGhana Health Service","","en","2026-09-14 13:32"
"GHA27","Council for Scientific and Industrial Research","https://www.csir.co.za/","https://www.csir.co.za/","200","Home | CSIR","","Home","","en-gb","2026-09-14 13:33"
"GHA28","Fishery Comission, Ghana","https://fishcom.gov.gh/wp/","https://fishcom.gov.gh/wp","404","404: This page could not be found.","","404","","en","2026-09-14 13:33"
"GHA3","Directorate of Agricultural Extension Services, Ministry of Food and Agriculture, Ghana","https://mofa.gov.gh/site/directorates/technical-directorates/directorate-of-agricultural-extension-services","https://mofa.gov.gh/site/directorates/technical-directorates/directorate-of-agricultural-extension-services","200","MOFA - Directorate of Agricultural Extension Services","","Directorate of Agricultural Extension Services","","en-gb","2026-09-14 13:33"
"GHA30","Ministry of Food and Agriculture, Ghana","https://www.mofa.gov.gh/","https://www.mofa.gov.gh/","200","","","","","","2026-09-14 13:33"
"GHA31","Ministry of Local Government and Rural Development, Ghana","http://www.mlgrd.gov.gh/","http://www.mlgrd.gov.gh/","200","Home","Ministry Of Local Government and Rural Development","","","en-gb","2026-09-14 13:33"
"GHA32","Christian Rural Aid Network","https://cran.org.gh/","https://cran.org.gh/","200","CRAN Ghana – Christian Rural Aid Network – Ghana","","Improving the lives of Women and Children","","en-US","2026-09-14 13:33"
"GHA33","Farmerline","https://farmerline.co/","https://farmerline.co/","200","Farmerline – Farmerline","","Make more","","en-US","2026-09-14 13:33"
"GHA34","FYSSO","https://www.idealist.org/en/nonprofit/3d86379b7e57456fa61896b5ab6fa7b3-fysso-ghana-sogakofe","https://www.idealist.org/en/nonprofit/3d86379b7e57456fa61896b5ab6fa7b3-fysso-ghana-sogakofe","200","FYSSO Ghana - Organization - Idealist","","FYSSO Ghana","","en","2026-09-14 13:33"
"GHA35","Okata Farms and Food Processing","https://landmatrix.org/media/uploads/agrifinanceghanaorgstoryokata-farms.pdf","https://landmatrix.org/media/uploads/agrifinanceghanaorgstoryokata-farms.pdf","200 no readable page","","","","","","2026-09-14 13:33"
"GHA38","Tamanaa Company Ltd","https://www.tamanaagh.org/","https://www.tamanaagh.org/","200","Tamanaa","","Tamanaa","","en-GB","2026-09-14 13:33"
"GHA39","Wienco Agriculture","http://wienco.com/Site/","https://www.hugedomains.com/domain_profile.cfm?d=wienco.com","200","Wienco.com is for sale | HugeDomains","HugeDomains","Wienco.com","","en","2026-09-14 13:33"
"GHA4","Ministry of Food and Agriculture, Policy, Planning, Monitoring and Evaluation Directorate, Ghana","https://mofa.gov.gh/site/directorates/line-directorate/policy-planning-monitoring-evaluation","https://mofa.gov.gh/site/directorates/line-directorate/policy-planning-monitoring-evaluation","200","MOFA - Policy, Planning, Monitoring & Evaluation","","Policy, Planning, Monitoring & Evaluation","","en-gb","2026-09-14 13:33"
"GHA41","Tropenbos Ghana","https://www.tropenbosghana.org/","https://www.tropenbosghana.org/","200","Ghana","Ghana","Making knowledge work for forests and people","","en-US","2026-09-14 13:33"
"GHA42","Faculty of Renewable Natural Resources of Kwame Nkrumah University of Science and Technology","https://canr.knust.edu.gh/","","no response","","","","","","2026-09-14 13:33"
"GHA43","SAYeTECH","https://sayetech.io/","https://sayetech.io/","200","SAYeTECH - Best Farm & Agricultural Machinery Company in Ghana; Threshers & More","SAYeTECH","SPOTLIGHT","","en-US","2026-09-14 13:34"
"GHA44","SESI Technologies","https://sesitechnologies.com/","https://sesitechnologies.com/","200","Sesi Technologies | Empowering Farmers With Affordable Technology Solutions","Sesi Technologies","We're empowering African farmers with technology","","en-US","2026-09-14 13:34"
"GHA45","Cocoa Research Institute of Ghana","https://www.crig.org.gh/","https://www.crig.org.gh/","200","CRIG – Cocoa Research Institute of Ghana","","","","en","2026-09-14 13:34"
"GHA46","University of Ghana","https://www.ug.edu.gh/","https://www.ug.edu.gh/","200","Home | University of Ghana","","","","en","2026-09-14 13:34"
"GHA47","Tree Crops Development Authority, Ghana","https://www.tcda.gov.gh/","https://tcda.gov.gh/","200","Tcda – Tree Crops Development Authority","","Welcome to TCDA","","en-US","2026-09-14 13:34"
"GHA48","Savannah Fruits Company","https://www.savannahfruits.com/","https://www.savannahfruits.com/","200","Savannah Fruits | Hand-crafted Shea butter, Coconut Oil and other natural products","Savannah Fruits | Hand-crafted Shea butter, Coconut Oil and other natural products","","","en","2026-09-14 13:34"
"GHA55","ESOKO","https://esoko.com/","https://www.esoko.com/","200","Esoko - connecting last mile communities with services through digital innovations","","Connecting last mile communities with services through digital innovations","","en","2026-09-14 13:34"
"GHA56","Ghana Meteorological Agency","https://www.meteo.gov.gh/gmet/","https://www.meteo.gov.gh/gmet/","404","","","","","en","2026-09-14 13:34"
"GHA5","Environmental Protection Agency, Ghana","http://www.epa.gov.gh/epa/","http://www.epa.gov.gh/epa/","403 no readable page","","","","","","2026-09-14 13:34"
"GHA6","Ghana Cocoa Board","https://cocobod.gh","https://cocobod.gh/","200","Cocobod","","2025/26 Producer Price - GH¢2,587.00 per bag of 64kg","","en","2026-09-14 13:34"
"GHA7","Ministry of Environment, Science, Technology and Innovation, Ghana","https://mesti.gov.gh/","https://mesti.gov.gh/","200","Ministry of Environment, Science and Technology","Ministry of Environment, Science and Technology","Environment.Science.Technology.","","en","2026-09-14 13:35"
"GHA8","Savannah Accelerated Development Authority, Ghana","https://rsr.akvo.org/fr/organisation/1678/","https://rsr.akvo.org/fr/organisation/1678/","200","Akvo RSR - SADA","Akvo RSR","Akvo RSR","","fr","2026-09-14 13:35"
"GHA9","District Agriculture Developmental Units, Ministry of Food and Agriculture, Ghana","https://mofa.gov.gh/site/about-us/district-units","https://mofa.gov.gh/site/about-us/district-units","200","MOFA - District Departments of Agriculture","","District Departments of Agriculture","","en-gb","2026-09-14 13:35"
"GHA49","Ministry of Land and Natural Resources, Ghana","https://mlnr.gov.gh/","https://mlnr.gov.gh/","200","Home - Ministry of Lands and Natural Resources - Republic of Ghana","Ministry of Lands and Natural Resources - Republic of Ghana","Ministry of Lands and Natural Resources","","en-US","2026-09-14 13:35"
"GHA50","Kwame Nkrumah University of Science and Technology","https://www.knust.edu.gh/","https://www.knust.edu.gh/","200","Home | Kwame Nkrumah University of Science and Technology","","","","en","2026-09-14 13:35"
"GHA51","University of Development Studies","https://www.uds.edu.gh/","https://www.uds.edu.gh/","200","Home - University for Development Studies","","","","en","2026-09-14 13:35"
"GHA52","Frontier Institute of Development Planning Foundation","https://www.fidepfoundation.org/","https://www.fidepfoundation.org/","200","Home | fidepfoundation","fidepfoundation","","","en","2026-09-14 13:35"
"GHA53","Nature Conservation Research Center","https://www.ncrc-ghana.org/","https://ncrc-ghana.org/","200","Top 10 Offshore Betting Sites: Sports Betting Ghana 2026","Ghana Bet","Top 10 Offshore Betting Sites: Sports Betting Ghana 2026","","en","2026-09-14 13:35"
"GHA54","Forestry Commission, Ghana","https://fcghana.org/","https://fcghana.org/","200","fcghana.org","","fcghana.org","","","2026-09-14 13:35"
"GHA57","Bamboo for Integrated Development Ghana","https://www.bambooid.org/","https://www.bambooid.org/","200","Bamboo for Integrated Development","Bamboo for Integrated Development","","","en-US","2026-09-14 13:35"
"GHA58","Advans Ghana","https://www.advansghana.com/","https://advansghana.com/","200 no readable page","","","","","","2026-09-14 13:35"
"GHA59","Kuapa Kokoo Farmers Union","https://www.fairtrade.org.uk/farmers-and-workers/cocoa/kuapa-kokoo-ghana/","https://www.fairtrade.net/uk-en/products-and-producers/fairtrade-products/chocolate.html","200","Chocolate","","Main Navigation","","en","2026-09-14 13:35"
"GHA60","Fish for Africa","https://fish4.africa/","https://fish4.africa/","200","Fish4Africa | Order Fresh Fish & Seafood Online | Cape Town","Fish4Africa - Fresh Fish & Seafood Suppliers","Anything Fresher is Still Swimming","","en-US","2026-09-14 13:35"
"GHA61","Institute for Environment and Sanitation Studies","https://iess.ug.edu.gh/","https://iess.ug.edu.gh/","200","Home | Institute for Environment and Sanitation Studies (IESS)","","","","en","2026-09-14 13:36"
"GHA62","Ghana Irrigation Development Authority","https://ghana-irrigation-development-authority.business.site/?utm_source=gmband utm_medium=referral","","no response","","","","","","2026-09-14 13:36"
"GHA63","Amaati","https://amaatigroup.com/","https://amaatigroup.com/","200","Amaati Company Limited","","Eat Fonio. Restore Land. Empower Women.","","en-US","2026-09-14 13:36"
"GHA64","Hen Mpoano","https://henmpoano.org/","https://henmpoano.org/","200","Hεn Mpoano – Ghana – Our Coast, Our Future","","","","en-US","2026-09-14 13:36"
"GHA65","Central and  Western Fishmongers Improvement Association","https://cewefia.weebly.com/","","no response","","","","","","2026-09-14 13:36"
"GHA67","Development Action Association","https://daawomen.org/","https://daawomen.org/","200","Development Action Association – D.A.A – D.A.A","","","","en-US","2026-09-14 13:37"
"GHA69","Asunafo North Cocoa Cooperative Union","https://www.asunafococoafarmers.com/","","no response","","","","","","2026-09-14 13:37"
"GHA70","ABOCFA Organic Cocoa Cooperative","https://abocfa.com/","https://abocfa.com/","200","Home - ABOCFA Cooperative Cocoa","ABOCFA Cooperative Cocoa","ABOCFA Cooperative Cocoa","","en-US","2026-09-14 13:37"
"GHA71","Akoma Cooperative Multipurpose Society","https://www.akomacooperative.com/index.html","https://www.akomacooperative.com/index.html","200","Akoma Cooperative Multipurpose Society - Producers Of Natural Organic Fairtrade Ingredients","","Akwaaba!","","","2026-09-14 13:37"
"GHA73","ACCOPS and  AMOPPA","https://programme-equite.org/ghana-accops-amoppa-developpe-une-gamme-de-produits-transformes-dananas/","https://programme-equite.org/ghana-accops-amoppa-developpe-une-gamme-de-produits-transformes-dananas/","200","Ghana : ACCOPS & AMOPPA développe une gamme de produits transformés d’ananas - Programme Équité","Programme Équité - Le programme de développement du commerce équitable en Afrique de l'Ouest","Ghana : ACCOPS & AMOPPA développe une gamme de produits transformés d’ananas","","fr-FR","2026-09-14 13:37"
"GHA75","Fairtrade Ghana Network","https://fairtradeghananetwork.org/","https://fairtradeghananetwork.org/","200 no readable page","","","","","","2026-09-14 13:37"
"GHA76","Ghanaman Trust Fund","https://ghanamantrustfund.org/","","no response","","","","","","2026-09-14 13:37"
"GHA77","The Development Insitute","https://thedevin.org/","https://thedevin.org/","200","The Development Institute – Empowering People For Sustainable Development","","Visit of World Bank/ProBlue Partners","","en-US","2026-09-14 13:37"
"GLO1","International Food Policy Research Institute","https:// https://www.ifpri.org","","no response","","","","","","2026-09-14 13:37"
"GLO10","WorldFish","https:// https://worldfishcenter.org","","no response","","","","","","2026-09-14 13:37"
"GLO11","Center for International Forestry Research","https:// https://www.cifor.org","","no response","","","","","","2026-09-14 13:37"
"GLO12","International Rice Research Institute","https:// https://www.irri.org","","no response","","","","","","2026-09-14 13:37"
"GLO13","Climate Change, Agriculture and Food Security","https:// https://ccafs.cgiar.org","","no response","","","","","","2026-09-14 13:38"
"GLO14","International Potato Center","https:// https://cipotato.org","","no response","","","","","","2026-09-14 13:38"
"GLO15","Food and Agriculture Organzation of the United Nations","https://www.fao.org/about/about-fao/en/","https://www.fao.org/about/about-fao/en/","200","Overview | FAO | Food and Agriculture Organization of the United Nations","AboutFAO","About FAO","","en","2026-09-14 13:38"
"GLO16","World Food Programme","https://www.wfp.org/","https://www.wfp.org/","200","UN World Food Programme (WFP)","","As a mighty El Niño deepens global hunger, early action pays off","","en","2026-09-14 13:38"
"GLO17","International Fund for Agricultural Development","https://www.wfp.org/","https://www.wfp.org/","200","UN World Food Programme (WFP)","","As a mighty El Niño deepens global hunger, early action pays off","","en","2026-09-14 13:38"
"GLO18","World Bank","https://www.worldbank.org/en/home","https://www.worldbank.org/ext/en/home","200","World Bank Group - International Development, Poverty and Sustainability","","The Hidden Gap in Water Financing","","en","2026-09-14 13:38"
"GLO19","Care","https://www.care.org/","https://www.care.org/","200","CARE - Fighting Global Poverty and World Hunger","CARE","Your gift is MATCHED 5X today!","","en","2026-09-14 13:38"
"GLO2","Alliance of Bioversity International and the International Center for Tropical Agriculture","https:// https://alliancebioversityciat.org","","no response","","","","","","2026-09-14 13:38"
"GLO20","Enhanced Integrated Framework","https://enhancedif.org/en","https://enhancedif.org/en","200","Enhanced Integrated Framework (EIF)","","","","en","2026-09-14 13:38"
"GLO21","International Cocoa Organization","https://www.icco.org/home/","https://www.icco.org/home/","404","404 Not Found","","Not Found","","","2026-09-14 13:38"
"GLO22","International Fertilizer Development Center","https://ifdc.org/","https://ifdc.org/","200","IFDC - Feeding a Hungry World through Better Soil Health","IFDC","","","en-US","2026-09-14 13:38"
"GLO23","Hunger Project","https://thp.org/what-we-do/where-we-work/africa/burkina-faso/","https://thp.org/what-we-do/where-we-work/africa/burkina-faso/","200","Burkina Faso – The Hunger Project","The Hunger Project","Burkina Faso","","en","2026-09-14 13:38"
"GLO24","International Development Enterptises","https:// https://www.ideglobal.org","","no response","","","","","","2026-09-14 13:38"
"GLO25","Grameen Foundation","https:// https://grameenfoundation.org","","no response","","","","","","2026-09-14 13:39"
"GLO26","CGIAR Challenge Program on Water and Food","http://www.waterandfood.org/","https://homegrail.com/tapit-water-is-now-a-part-of-house-grail/","200","Tapit Water is Now a Part of House Grail | Home Grail","Home Grail","Tapit Water is Now a Part of House Grail","","en-US","2026-09-14 13:39"
"GLO27","United Nations Development Program","https://www.undp.org/","https://www.undp.org/","200","Home | United Nations Development Programme","UNDP","Your work isour work","","en","2026-09-14 13:39"
"GLO28","Global Environment Facility","https://www.thegef.org/","https://www.thegef.org/","200","Home | GEF","","New GEF initiative will support UNCCD to strengthen drylands and drought resilience","","en","2026-09-14 13:39"
"GLO29","World Vision International","https://www.wvi.org/","https://www.wvi.org/","403","ERROR: The request could not be satisfied","","403 ERROR","","","2026-09-14 13:39"
"GLO3","International Institute of Tropical Agriculture","https:// https://www.iita.org","","no response","","","","","","2026-09-14 13:39"
"GLO30","International Labor Organization","https://www.ilo.org/global/lang--en/index.htm","https://www.ilo.org/","200","ILO Homepage | International Labour Organization","International Labour Organization","Workers, employers and governments agree on need to link trade and employment policies in Africa","","en","2026-09-14 13:39"
"GLO31","United Nations Framework Convention on Climate Change","https://unfccc.int/","https://unfccc.int/","200","","","","","","2026-09-14 13:39"
"GLO32","Caritas","https://www.caritas.org/","https://www.caritas.org/","200","Caritas - Ending poverty, promoting justice and restoring dignity - Caritas","Caritas","","","en-US","2026-09-14 13:39"
"GLO33","Harvest Plus","https://www.harvestplus.org/","https://www.harvestplus.org/","200","Enriching 651 Million Lives - HarvestPlus","HarvestPlus","Invest in Women Farmers, Empower Communities","","en-US","2026-09-14 13:39"
"GLO34","United Nations Convention to Combat Desertification","https://www.un.org/fr/events/desertification_decade/convention.shtml","https://www.un.org/fr/events/desertification_decade/convention.shtml","200","Convention des Nations Unies sur la lutte contre la désertification","","2010–2020 : Décennie des Nations Unies pour les déserts et la lutte contre la désertification","","fr","2026-09-14 13:39"
"GLO35","International Union for Conservation of Nature","https://www.iucn.org/fr","https://iucn.org/fr","200","IUCN","IUCN","","","fr","2026-09-14 13:39"
"GLO36","AgriCord","https://www.agricord.org/en","https://www.agricord.org/en","200","agricord","agricord","AgriCord is the global alliance of agri agencies","","en","2026-09-14 13:39"
"GLO37","Center for Training and Integrated Research in ASAL Development","https://www.cetrad.org/","https://www.cetrad.org/","200","Home | CETRAD - Centre for Training and Integrated Research for ASAL Development","","","","en-US","2026-09-14 13:39"
"GLO38","Global Agriculture and Food Security Programme","https://www.gafspfund.org/","https://www.gafspfund.org/","200","Global Agriculture and Food Security Program","","","","en","2026-09-14 13:39"
"GLO39","United Nations Environment Programme","https://www.unep.org/","https://www.unep.org/","200","UNEP - UN Environment Programme","UNEP - UN Environment Programme","Hidden assets: The economic and health case for climate and clean air action","","en","2026-09-14 13:39"
"GLO4","International Maize and Wheat Improvement Center","https:// https://www.cimmyt.org","","no response","","","","","","2026-09-14 13:39"
"GLO40","Organization of the Petroleum Exporting Countries Fund for International Development","https://opecfund.org/","https://opecfund.org/","200","OPEC Fund for International Development","https://opecfund.org","Latest OPEC Fund Quarterly","September 03, 2026 Publication The Fertilizer Crunch July 27, 2026 Our Vision A world where sustainable development is a reality for all Our mission Together we drive development, strengthen communities and empower people Global Partnerships See detail var mapValues = {""status"":""success"",""countries""","en","2026-09-14 13:39"
"GLO41","Consultative Group on International Agricultural Research","https://www.cgiar.org/","https://www.cgiar.org/","200","CGIAR: Science for Humanity's Greatest Challenges | CGIAR System","CGIAR System","","","en","2026-09-14 13:40"
"GLO42","Farm to Market Alliance","https://ftma.org/","https://ftma.org/","403 no readable page","","","","","","2026-09-14 13:40"
"GLO43","Food and Land Use Coalition","https://www.foodandlandusecoalition.org/about/","https://www.foodandlandusecoalition.org/about/","200","Coalition Meaning | About Us & Global Impact | FOLU","Food and Land Use Coalition","The Food and Land Use Coalition","","en-GB","2026-09-14 13:40"
"GLO44","Green Climate Fund","https://www.greenclimate.fund/about","https://www.greenclimate.fund/about","200","The world’s climate fund for developing countries | Green Climate Fund","Green Climate Fund","The world’s climate fund for developing countries","","en","2026-09-14 13:40"
"GLO45","Eurofins","https://www.eurofins.com/","https://www.eurofins.com:443/en/","200","Eurofins | Global Analytical Testing & Laboratory Services Leader","Eurofins Scientific","Featured services","","en","2026-09-14 13:40"
"GLO46","World Business Council for Sustainable Development","https://www.wbcsd.org/","https://www.wbcsd.org/","200","The World Business Council for Sustainable Development (WBCSD)","WBCSD","WBCSD Two Lakes Dialogue – 2026 edition","","en-US","2026-09-14 13:40"
"GLO47","Sustainable Agriculture Initiative Platform","https://saiplatform.org/","https://saiplatform.org/","200","SAI Platform — Sustainable Agriculture Initiative Platform","SAI Platform","SAI Platform","","en-GB","2026-09-14 13:40"
"GLO48","International Institute for Sustainable Development","https://www.iisd.org/","https://www.iisd.org/","200","International Institute for Sustainable Development","International Institute for Sustainable Development","","","en","2026-09-14 13:40"
"GLO49","Global Center on Adaptation","https://gca.org/?_gl=1%2Ae8u412%2A_ga%2AMTUyMzkzNzE4MS4xNjk2OTQyNTAy%2A_up%2AMQ..","https://gca.org/?_gl=1%2Ae8u412%2A_ga%2AMTUyMzkzNzE4MS4xNjk2OTQyNTAy%2A_up%2AMQ..","200","Home - Global Center on Adaptation","Global Center on Adaptation","","","en-US","2026-09-14 13:40"
"GLO5","International Center for Agricultural Research in the Dry Areas","https:// https://www.icarda.org","","no response","","","","","","2026-09-14 13:40"
"GLO50","International Center of Insect Physiology and Ecology","http://www.icipe.org/","https://www.icipe.org/","200","Home | icipe - International Centre of Insect Physiology and Ecology","","","","en","2026-09-14 13:40"
"GLO51","United Nations Peacebuilding","https://www.un.org/peacebuilding/","https://www.un.org/peacebuilding/en","200","Home | PEACEBUILDING","","Peacebuilding and Peace Support Office","","en","2026-09-14 13:40"
"GLO52","Committee Linking Entrepreneurship Agriculture Development","https://www.colead.link/fr/association/#:~:text=COLEAD%20signifie%20COmit%C3%A9%20de%20Liaison,une%20agriculture%20inclusive%20et%20durable.","https://colead.link/fr/association/","404","Page introuvable | COLEAD - COLEAD 2026","","404","","en","2026-09-14 13:40"
"GLO53","African, Caribbean and Pacific Group of States","https://www.oacps.org/","https://www.oacps.org/","200","OACPS Home | One Voice, Three Regions, 79 Nations","OACPS","","","en-US","2026-09-14 13:40"
"GLO54","Fert","https://www.fert.fr/","https://www.fert.fr/","200","Fert - agri-agence","Fert","Nos dernières vidéos : notre impact en action","","fr-FR","2026-09-14 13:40"
"GLO55","Global Forum on Agricultural Research and Innovation","https://www.gfar.net/","https://www.gfar.net/","200","Casino Utan Svensk Licens 🎖️ Spela Utan Spelpaus i 2026 » Gfar","Gfar","Casino Utan Svensk Licens: Spela utan Spelpaus 2026","","sv-SE","2026-09-14 13:40"
"GLO56","Syngenta Foundation","https://www.syngentafoundation.org/","","no response","","","","","","2026-09-14 13:40"
"GLO57","Climate-KIC Holding BV","https://www.climate-kic.org/who-we-are/our-organisation/","https://www.climate-kic.org/who-we-are/our-governance/","200","Our governance | Climate KIC","Climate KIC","How we are organised","","en-US","2026-09-14 13:40"
"GLO60","Institut de la Francophonie pour le Developpement Durable","https://www.ifdd.francophonie.org/","https://www.ifdd.francophonie.org/","200","Inspirer et agir ensemble pour le développement durable — Institut de la Francophonie pour le Développement Durable","Institut de la Francophonie pour le Développement Durable","Inspirer et agir ensemble pour le développement durable","","","2026-09-14 13:40"
"GLO6","International Livestock Research Institute","https:// https://www.ilri.org","","no response","","","","","","2026-09-14 13:41"
"GLO61","Secretary-General of the Organisation of African, Caribbean and Pacific States","https://www.oacps.org/","https://www.oacps.org/","200","OACPS Home | One Voice, Three Regions, 79 Nations","OACPS","","","en-US","2026-09-14 13:41"
"GLO7","World Agroforestry","https:// https://www.worldagroforestry.org","","no response","","","","","","2026-09-14 13:41"
"GLO8","International Crops Research Institute for the Semi-Arid Tropics","https:// https://www.icrisat.org","","no response","","","","","","2026-09-14 13:41"
"GLO9","International Water Management Institute","https:// https://www.iwmi.cgiar.org","","no response","","","","","","2026-09-14 13:41"
"GLO58","InsuResilience Global Partnership","https://www.insuresilience.org/","https://www.adaptationcommunity.net/climate-disaster-risk-finance-insurance/","200","Climate and Disaster Risk Finance and Insurance - Adaptation Community","Adaptation Community","","","en-US","2026-09-14 13:41"
"GLO59","Global Facility for Disaster Reduction and Recovery","https://www.gfdrr.org/en","https://www.gfdrr.org/en","403","Just a moment...","","","","en-US","2026-09-14 13:41"
"GLO62","Adaptation Fund","https://www.adaptation-fund.org/","https://www.adaptation-fund.org/","200","AF | Adaptation Fund","Adaptation Fund","Home","","en-US","2026-09-14 13:41"
"GLO63","Women Engage for a Common Future","https://www.wecf.org/","","no response","","","","","","2026-09-14 13:41"
"GLO64","World Meteorological Organisation","https://wmo.int/","https://wmo.int/","200","Homepage | World Meteorological Organization WMO","World Meteorological Organization","","","en","2026-09-14 13:41"
"GLO65","United Nations Office for Disaster Risk Reduction","http://www.undrr.org/undrr-homepage","https://www.undrr.org/","200","UNDRR - Homepage | UNDRR","","United Nations Office for Disaster Risk Reduction - UNDRR","","en","2026-09-14 13:41"
"GLO66","Internatinal Labour Organisation's Impact Insurance Facility","https://www.ilo.org/global/topics/employment-promotion/social-finance/impact-insurance/WCMS_889126/lang--en/index.htm","https://www.ilo.org/projects-and-partnerships/projects/improving-viability-and-value-inclusive-insurance","200","Improving the viability and value of inclusive insurance | International Labour Organization","International Labour Organization","Improving the viability and value of inclusive insurance Facebook X Linkedin","","en","2026-09-14 13:41"
"GLO67","Card Pioneer Microinsurance Inc.","https://www.cardmri.com/cpmi/","","no response","","","","","","2026-09-14 13:41"
"GLO68","PlaNet Guarantee","https://www.farm-d.org/organization/planet-guarantee/","https://farm-d.org/organization/planet-guarantee/","200","PlaNet Guarantee - FARM-D","FARM-D","PlaNet Guarantee","","en-US","2026-09-14 13:42"
"GLO69","Global Shea Alliance","https://globalshea.com/","https://globalshea.com/","200","Global Shea Alliance","","Empowering African Communities;One Woman at a Time","","en-US","2026-09-14 13:42"
"GLO70","Landfiles","https://landfiles.com/","https://landfiles.com/","200","Plateforme pour l'automatisation de vos traitements et processus","Landfiles","Plateforme pour l'automatisation de vos traitements et processus","","fr","2026-09-14 13:42"
"GLO71","Revolve Planet","https://revolve.media/planet","https://revolve.media/planet","200","Planet REVOLVE","","Step into a Sustainable World","""""Swaziland"""")""EthiopiaFijiFinlandFranceGabonGambiaGeorgiaGermanyGhanaGreeceGrenadaGuatemalaGuineaGuinea-BissauGuyanaHaitiHoly SeeHondurasHungaryIcelandIndiaIndonesiaIranIraqIrelandIsraelItalyJamaicaJapanJordanKazakhstanKenyaKiribatiKuwaitKyrgyzstanLaosLatviaLebanonLesothoLiberiaLibyaLiechtensteinLi","en-US","2026-09-14 13:42"
"GLO72","United Nations Capital Development Fund","https://www.uncdf.org/","https://www.uncdf.org/","200","Homepage - UN Capital Development Fund (UNCDF)","","","","en","2026-09-14 13:42"
"GLO73","Resilience Research Center","https://resilienceresearch.org/","https://resilienceresearch.org/","200","Resilience Research Centre – Resilience Research, Tools & Resources","","","","en-CA","2026-09-14 13:42"
"GLO74","United Nations Educational, Scientific and Cultural Organization","https://www.unesco.org/en","https://www.unesco.org/en","200","UNESCO : Building Peace through Education, Science and Culture, communication and information","","4th Global Forum on the Ethics of AI (GFEAI)","","en","2026-09-14 13:42"
"GLO75","Mastercard Foundation","https://mastercardfdn.org/","https://mastercardfdn.org/en/","200","Home | Mastercard Foundation","","Creating Impact Together.","","en","2026-09-14 13:42"
"GLO76","Belmont Forum","https://www.belmontforum.org/","https://belmontforum.org/","200","Belmont Forum","Belmont Forum - Providing knowledge for understanding, mitigating and adapting to global environmental change","Welcome to the Belmont Forum","","en-US","2026-09-14 13:42"
