timestamp,source,project_code,doc_type,title,url,filepath,status,notes
2026-03-10 14:52:09,worldbank,DZ-SAHARA DEVELOPMENT -- P004938,Implementation Completion and Results Report,Algeria - Sahara Regional Development Project,http://documents.worldbank.org/curated/en/984211468192267020/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-SAHARA_DEVELOPMENT_--_P004938_Implementation_Completion_and_Results_Report_1998.pdf,success,NA
2026-03-10 14:52:13,worldbank,DZ-RESEARCH & EXTENSION -- P004923,Implementation Completion and Results Report,Algeria - Agricultural Research and Pilot Extension Project,http://documents.worldbank.org/curated/en/533681468204232576/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-RESEARCH_EXTENSION_--_P004923_Implementation_Completion_and_Results_Report_1998.pdf,success,NA
2026-03-10 14:52:15,worldbank,DZ-NAT. WATER SUPPLY II -- P004903,Implementation Completion and Results Report,Algeria - Second National Water Supply and Sewerage Project,http://documents.worldbank.org/curated/en/976061468007862867/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-NAT_WATER_SUPPLY_II_--_P004903_Implementation_Completion_and_Results_Report_1998.pdf,success,NA
2026-03-10 14:52:19,worldbank,DZ-POWER III -- P004904,Implementation Completion and Results Report,Algeria - Third Power Project,http://documents.worldbank.org/curated/en/446811468009588249/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-POWER_III_--_P004904_Implementation_Completion_and_Results_Report_1997.pdf,success,NA
2026-03-10 14:52:22,worldbank,DZ-MITIDJA IRRIG. -- P004929,Implementation Completion and Results Report,Algeria - West Mitidja Irrigation Project,http://documents.worldbank.org/curated/en/484701468193441656/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-MITIDJA_IRRIG_--_P004929_Implementation_Completion_and_Results_Report_1997.pdf,success,NA
2026-03-10 14:52:26,worldbank,DZ-IND. RESTRUCTURING D -- P004925,Implementation Completion and Results Report,Algeria - Industrial Restructuring Demonstration Project,http://documents.worldbank.org/curated/en/672791468009646029/pdf/multi0page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-IND_RESTRUCTURING_D_--_P004925_Implementation_Completion_and_Results_Report_1997.pdf,success,NA
2026-03-10 14:52:28,worldbank,DZ-LOCUST CONTROL -- P034140,Implementation Completion and Results Report,Algeria - Emergency Desert Locust Control Project,http://documents.worldbank.org/curated/en/936301468009963052/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-LOCUST_CONTROL_--_P034140_Implementation_Completion_and_Results_Report_1997.pdf,success,NA
2026-03-10 14:52:31,worldbank,DZ-ENTER.& FIN. SECTOR -- P004963,Implementation Completion and Results Report,Algeria - Enterprise and Financial Sector Adjustment Loan Project,http://documents.worldbank.org/curated/en/373551468009284485/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-ENTER_FIN_SECTOR_--_P004963_Implementation_Completion_and_Results_Report_1996.pdf,success,NA
2026-03-10 14:52:33,worldbank,DZ-HIGHWAYS V -- P004900,Implementation Completion and Results Report,Algeria - Fifth Highway Project,http://documents.worldbank.org/curated/en/391161468009647049/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-HIGHWAYS_V_--_P004900_Implementation_Completion_and_Results_Report_1995.pdf,success,NA
2026-03-10 14:52:36,worldbank,DZ-IRRIGATION CHELIF I -- P004913,Implementation Completion and Results Report,Algeria - Cheliff Irrigation Project,http://documents.worldbank.org/curated/en/343621468212359136/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-IRRIGATION_CHELIF_I_--_P004913_Implementation_Completion_and_Results_Report_1995.pdf,success,NA
2026-03-10 14:52:38,worldbank,DZ-NATIONAL WATER SUP/S -- P004899,Implementation Completion and Results Report,Algeria - National Water Supply and Sewerage Project,http://documents.worldbank.org/curated/en/520861468001498606/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-NATIONAL_WATER_SUP_S_--_P004899_Implementation_Completion_and_Results_Report_1995.pdf,success,NA
2026-03-10 14:52:41,worldbank,DZ-IRRIG. ENGINEERING L -- P004922,Implementation Completion and Results Report,Algeria - Irrigation Engineering Project,http://documents.worldbank.org/curated/en/702321468203991689/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_DZ-IRRIG_ENGINEERING_L_--_P004922_Implementation_Completion_and_Results_Report_1995.pdf,success,NA
2026-03-10 14:52:43,worldbank,3E-Agricultural Productivity Program for Southern Africa - Angola & Lesotho -- P164486,Implementation Completion and Results Report,"Angola, Lesotho - Agricultural Productivity Program for Southern Africa Project",https://documents.worldbank.org/curated/en/099020926094015349/pdf/BOSIB-ec5d0b5b-87ec-420d-8c0c-9f4e61b42710.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_3E-Agricultural_Productivity_Program_for_Southern_Africa_-_Angola_Lesotho_--_P164486_Implementation_Completion_and_Results_Report_2025.pdf,success,NA
2026-03-10 14:52:47,worldbank,AO-Angola Health System Performance Strengthening Project (HSPSP) -- P160948,Implementation Completion and Results Report,"Angola - Health System Performance Strengthening Project
",https://documents.worldbank.org/curated/en/099121525084042549/pdf/BOSIB-cafbab5a-ef5f-4c01-aa75-17abb47c9009.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-Angola_Health_System_Performance_Strengthening_Project_HSPSP_--_P160948_Implementation_Completion_and_Results_Report_2025.pdf,success,NA
2026-03-10 14:52:50,worldbank,AO-Smallholder Agriculture Development and Commercialization Project -- P154447,Implementation Completion and Results Report,Angola - Smallholder Agriculture Development and Commercialization Project,http://documents.worldbank.org/curated/en/099070623132033262/pdf/BOSIB0d8ba931c04a0852d08ebd6719778a.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-Smallholder_Agriculture_Development_and_Commercialization_Project_--_P154447_Implementation_Completion_and_Results_Report_2023.pdf,success,NA
2026-03-10 14:52:52,worldbank,AO-Angola Statistics Project -- P157671,Implementation Completion and Results Report,Angola - Statistics Project,http://documents.worldbank.org/curated/en/099060423125039965/pdf/BOSIB03480dcee0720883800c0d34a817a2.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-Angola_Statistics_Project_--_P157671_Implementation_Completion_and_Results_Report_2023.pdf,success,NA
2026-03-10 14:52:55,worldbank,AO-Angola Learning for All Project -- P122700,Implementation Completion and Results Report,Angola - Learning for All Project,http://documents.worldbank.org/curated/en/099925009082232091/pdf/BOSIB09680251b0f10bcb7096ad5c063d35.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-Angola_Learning_for_All_Project_--_P122700_Implementation_Completion_and_Results_Report_2022.pdf,success,NA
2026-03-10 14:52:57,worldbank,AO-AO-Water Sector Institutional Development -- P096360,Implementation Completion and Results Report,Angola - Water Sector Institutional Development Project,http://documents.worldbank.org/curated/en/679551583423011856/pdf/Angola-Water-Sector-Institutional-Development-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-AO-Water_Sector_Institutional_Development_--_P096360_Implementation_Completion_and_Results_Report_2020.pdf,success,NA
2026-03-10 14:52:59,worldbank,AO-AO-Municipal Health Service Strengthening (Revitalização) -- P111840,Implementation Completion and Results Report,Angola - Municipal Health Service Strengthening (Revitalização) Project,http://documents.worldbank.org/curated/en/398131557159119908/pdf/Angola-Municipal-Health-Service-Strengthening-Revitalização-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-AO-Municipal_Health_Service_Strengthening_Revitalizacao_--_P111840_Implementation_Completion_and_Results_Report_2019.pdf,success,NA
2026-03-10 14:53:03,worldbank,AO-AO-Fiscal Management Programmatic DPL -- P153243,Implementation Completion and Results Report,Angola - First Fiscal Management Development Policy Financing Project,http://documents.worldbank.org/curated/en/535681531770802328/pdf/AO-ICR-Main-Document-07132018.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-AO-Fiscal_Management_Programmatic_DPL_--_P153243_Implementation_Completion_and_Results_Report_2018.pdf,success,NA
2026-03-10 14:53:05,worldbank,AO-AO-Market Oriented Smallholder Agriculture Project -- P093699,Implementation Completion and Results Report,Angola - Market Oriented Smallholder Agriculture Project,http://documents.worldbank.org/curated/en/762221475519467246/pdf/ICR-clean-09282016.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-AO-Market_Oriented_Smallholder_Agriculture_Project_--_P093699_Implementation_Completion_and_Results_Report_2016.pdf,success,NA
2026-03-10 14:53:07,worldbank,AO-AO-Econ Mgmt TA (FY03) -- P072205,Implementation Completion and Results Report,Angola - Economic Management Technical Assistance Project,http://documents.worldbank.org/curated/en/791471467999121746/pdf/ICR19000P072200Official0Use0Only090.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-AO-Econ_Mgmt_TA_FY03_--_P072205_Implementation_Completion_and_Results_Report_2011.pdf,success,NA
2026-03-10 14:53:10,worldbank,AO-3rd Social Action Fund (FAS III) -- P081558,Implementation Completion and Results Report,Angola - Third Social Action Fund Project,http://documents.worldbank.org/curated/en/809291468204880690/pdf/ICR12890P08155101Official0Use0Only1.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-3rd_Social_Action_Fund_FAS_III_--_P081558_Implementation_Completion_and_Results_Report_2010.pdf,success,NA
2026-03-10 14:53:13,worldbank,AO-Emergency Demobilization and Reintegration Project -- P078288,Implementation Completion and Results Report,Angola - Emergency Demobilization and Reintegration Project,http://documents.worldbank.org/curated/en/663091468002430734/pdf/ICR11640P078281IC0disclosed08131091.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-Emergency_Demobilization_and_Reintegration_Project_--_P078288_Implementation_Completion_and_Results_Report_2009.pdf,success,NA
2026-03-10 14:53:17,worldbank,AO-Post Conflict Social Reconstruction Project -- P045644,Implementation Completion and Results Report,Angola - Post Conflict Social Reconstruction Project,http://documents.worldbank.org/curated/en/764821468767692212/pdf/261311Angola1P10Reconstruction01ICR.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-Post_Conflict_Social_Reconstruction_Project_--_P045644_Implementation_Completion_and_Results_Report_2003.pdf,success,NA
2026-03-10 14:53:18,worldbank,AO-Financial Institutions modernization project -- P000044,Implementation Completion and Results Report,Angola - Financial Institutions Modernization Project,http://documents.worldbank.org/curated/en/776621468767422959/pdf/multi0page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-Financial_Institutions_modernization_project_--_P000044_Implementation_Completion_and_Results_Report_2002.pdf,success,NA
2026-03-10 14:53:21,worldbank,AO-LOBITO/BENG.REHAB. -- P000035,Implementation Completion and Results Report,Angola - Lobito / Benguela Urban Environmental Rehabilitation Project,http://documents.worldbank.org/curated/en/351791468204582556/pdf/multi0page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-LOBITO_BENG_REHAB_--_P000035_Implementation_Completion_and_Results_Report_2001.pdf,success,NA
2026-03-10 14:53:23,worldbank,AO-TRANSPORT RECOVERY -- P000050,Implementation Completion and Results Report,Angola - Transport Recovery Project,http://documents.worldbank.org/curated/en/986361468008409272/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-TRANSPORT_RECOVERY_--_P000050_Implementation_Completion_and_Results_Report_2000.pdf,success,NA
2026-03-10 14:53:25,worldbank,AO-POWER SECTOR REHAB. -- P000040,Implementation Completion and Results Report,Angola - Power Sector Rehabilitation Project,http://documents.worldbank.org/curated/en/401911468008976934/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-POWER_SECTOR_REHAB_--_P000040_Implementation_Completion_and_Results_Report_2000.pdf,success,NA
2026-03-10 14:53:28,worldbank,AO-HEALTH -- P000048,Implementation Completion and Results Report,Angola - Health Project,http://documents.worldbank.org/curated/en/834871468194063207/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-HEALTH_--_P000048_Implementation_Completion_and_Results_Report_2000.pdf,success,NA
2026-03-10 14:53:32,worldbank,AO-EDUCATION I -- P000042,Implementation Completion and Results Report,Angola - First Education Project,http://documents.worldbank.org/curated/en/590271468000609778/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-EDUCATION_I_--_P000042_Implementation_Completion_and_Results_Report_2000.pdf,success,NA
2026-03-10 14:53:35,worldbank,AO-INFRASTRUCTURE REHAB -- P000034,Implementation Completion and Results Report,Angola - Infrastructure Rehabilitation Engineering Project,http://documents.worldbank.org/curated/en/446891468002141182/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-INFRASTRUCTURE_REHAB_--_P000034_Implementation_Completion_and_Results_Report_1999.pdf,success,NA
2026-03-10 14:53:37,worldbank,AO-ECON FIN MGMT I -- P000037,Implementation Completion and Results Report,Angola - Economic Management Capacity Building Project,http://documents.worldbank.org/curated/en/685991468202156599/pdf/multi-page.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_AO-ECON_FIN_MGMT_I_--_P000037_Implementation_Completion_and_Results_Report_1999.pdf,success,NA
2026-03-10 14:53:40,worldbank,BJ-Early Years Nutrition and Child Development Project -- P166211,Implementation Completion and Results Report,"Benin - Early Years Nutrition and Child Development Project
",https://documents.worldbank.org/curated/en/099050625181583858/pdf/BOSIB-705ebc34-6731-4bf1-a647-02a41aa2217f.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Early_Years_Nutrition_and_Child_Development_Project_--_P166211_Implementation_Completion_and_Results_Report_2025.pdf,success,NA
2026-03-10 14:53:42,worldbank,BJ-Benin Global Partnership for Education Project Phase 3 -- P167432,Implementation Completion and Results Report,Benin - Third Phase of the Global Partnership for Education Project,http://documents.worldbank.org/curated/en/099040824085074669/pdf/BOSIB1638ec37503118c591e33df6764226.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Benin_Global_Partnership_for_Education_Project_Phase_3_--_P167432_Implementation_Completion_and_Results_Report_2024.pdf,success,NA
2026-03-10 14:53:45,worldbank,BJ-Benin  COVID-19 Education Response GPE Project -- P174186,Implementation Completion and Results Report,Benin - COVID-19 Education Response GPE Project,http://documents.worldbank.org/curated/en/099175002032310598/pdf/BOSIB0e59b0b9d0270982f0988ba7b32264.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Benin_COVID-19_Education_Response_GPE_Project_--_P174186_Implementation_Completion_and_Results_Report_2023.pdf,success,NA
2026-03-10 14:53:49,worldbank,BJ-Community and Local Government Basic Social Services Project -- P163560,Implementation Completion and Results Report,Benin - Community and Local Government Basic Social Services Project,http://documents.worldbank.org/curated/en/099162502022311191/pdf/BOSIB04ef2425d0670893006915bdd329d4.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Community_and_Local_Government_Basic_Social_Services_Project_--_P163560_Implementation_Completion_and_Results_Report_2023.pdf,success,NA
2026-03-10 14:53:50,worldbank,BJ-Benin Cities Support Project / PAURAD -- P122950,Implementation Completion and Results Report,Benin - Cities Support Project (PAURAD),http://documents.worldbank.org/curated/en/100351624901929618/pdf/Benin-Cities-Support-Project-PAURAD.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Benin_Cities_Support_Project_PAURAD_--_P122950_Implementation_Completion_and_Results_Report_2021.pdf,success,NA
2026-03-10 14:53:53,worldbank,BJ-Benin Statistical Capacity Building -- P154314,Implementation Completion and Results Report,Implementation Completion and Results Report (ICR) Document -  Benin Statistical Capacity Building - P154314,http://documents.worldbank.org/curated/en/591831599669836142/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Benin-Statistical-Capacity-Building-P154314.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Benin_Statistical_Capacity_Building_--_P154314_Implementation_Completion_and_Results_Report_2020.pdf,success,NA
2026-03-10 14:53:57,worldbank,BJ-Benin Second Fiscal Reform and Growth DPF -- P166115,Implementation Completion and Results Report,Benin - Second Fiscal Reform Growth Project,http://documents.worldbank.org/curated/en/505361592860541635/pdf/Benin-Second-Fiscal-Reform-Growth-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Benin_Second_Fiscal_Reform_and_Growth_DPF_--_P166115_Implementation_Completion_and_Results_Report_2020.pdf,success,NA
2026-03-10 14:54:00,worldbank,BJ-Benin Multisectoral Food Health Nutrition Project -- P143652,Implementation Completion and Results Report,Benin - Multisectoral Food Health Nutrition Project,http://documents.worldbank.org/curated/en/440371588692020762/pdf/Benin-Multisectoral-Food-Health-Nutrition-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Benin_Multisectoral_Food_Health_Nutrition_Project_--_P143652_Implementation_Completion_and_Results_Report_2020.pdf,success,NA
2026-03-10 14:54:02,worldbank,BJ-Benin Youth Employment Project -- P132667,Implementation Completion and Results Report,Benin - Youth Employment Project,http://documents.worldbank.org/curated/en/403641578585719691/pdf/Benin-Youth-Employment-Project.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Benin_Youth_Employment_Project_--_P132667_Implementation_Completion_and_Results_Report_2019.pdf,success,NA
2026-03-10 14:54:04,worldbank,BJ-Competitiveness and Integrated Growth Opportunity Project (CIGOP) -- P104881,Implementation Completion and Results Report,Benin - Competitiveness and Integrated Growth Opportunity Project,http://documents.worldbank.org/curated/en/739561542056330180/pdf/icr00004442-08272018-636773977693020452.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Competitiveness_and_Integrated_Growth_Opportunity_Project_CIGOP_--_P104881_Implementation_Completion_and_Results_Report_2018.pdf,success,NA
2026-03-10 14:54:09,worldbank,"BJ-Forests and Adjacent Lands Management Project -- P069896,BJ-BJ-Forest & Adjacent Land Mgmt Addit Fin -- P132431,BJ-Benin AF Forest and Adjacent Land Management -- P131051",Implementation Completion and Results Report,Benin - Forest and Adjacent Land Management Project,http://documents.worldbank.org/curated/en/218141533572868030/pdf/128693-Replacement-PUBLIC.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Forests_and_Adjacent_Lands_Management_Project_--_P069896_BJ-BJ-Forest_Adjacent_Land_Mgmt_Addit_Fin_--_P132431_BJ-Beni_Implementation_Completion_and_Results_Report_2018.pdf,failed,Download or validation failed
2026-03-10 14:54:12,worldbank,BJ-Benin Emergency Urban Env. Project -- P113145,Implementation Completion and Results Report,Benin - Emergency Urban Environment Project,http://documents.worldbank.org/curated/en/915671525100107470/pdf/Implementation-Completion-and-Results-Report-ICR-Document-04252018.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Benin_Emergency_Urban_Env_Project_--_P113145_Implementation_Completion_and_Results_Report_2018.pdf,success,NA
2026-03-10 14:54:15,worldbank,BJ-eBenin Project -- P113370,Implementation Completion and Results Report,Benin - eBenin Project,http://documents.worldbank.org/curated/en/976361479735271558/pdf/1479735277076-000A10458-eBenin-ICR-P113370-03162016.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-eBenin_Project_--_P113370_Implementation_Completion_and_Results_Report_2016.pdf,success,NA
2026-03-10 14:54:17,worldbank,BJ-Community-Based Coastal and Marine Biodiversity Management Project -- P071579,Implementation Completion and Results Report,Benin - Community Based Coastal and Marine Biodiversity Management Project,http://documents.worldbank.org/curated/en/848941468201571023/pdf/ICR32480P071570C0disclosed020180150.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-Community-Based_Coastal_and_Marine_Biodiversity_Management_Project_--_P071579_Implementation_Completion_and_Results_Report_2015.pdf,success,NA
2026-03-10 14:54:19,worldbank,BJ-BJ-PRSC 8-Eighth Poverty Reduction Suppo -- P127441,Implementation Completion and Results Report,Benin - Eight Poverty Reduction Support Credit Project,http://documents.worldbank.org/curated/en/597201468003936579/pdf/ICR31890P127440IC0disclosed07010140.pdf,C:\Users\mlolita\Downloads\grey_lit_downloader_batch1\grey_lit_downloader/downloads/worldbank/worldbank_BJ-BJ-PRSC_8-Eighth_Poverty_Reduction_Suppo_--_P127441_Implementation_Completion_and_Results_Report_2014.pdf,success,NA
