id,key,title,doc_date,doc_type,country,project_id,screen_status,already_have,topics,pdf_url,web_url,report_name,report_no
33261129,P147758,Guinea - Primary Health Services Improvement Project,2021-06-30T04:00:00Z,Implementation Completion and Results Report,Guinea,GN-GN PRIMARY HEALTH SERVICES IMPROVEMENT PROJECT -- P147758,to_screen,FALSE,"Health, Nutrition and Population,Industry,Public Sector Development",http://documents.worldbank.org/curated/en/576611626095676099/pdf/Guinea-Primary-Health-Services-Improvement-Project.pdf,http://documents.worldbank.org/curated/en/576611626095676099,Guinea - Primary Health Services Improvement Project,ICR5408
32215232,P147835,"Implementation Completion and Results Report (ICR) Document - Social Accountability Knowledge, Skills, Action and Networking - P147835",2020-07-06T04:00:00Z,Implementation Completion and Results Report,"World,Mozambique","MZ-Social Accountability Knowledge, Skills, Action and Networking -- P147835",to_screen,FALSE,"Health, Nutrition and Population,Industry,Social Development",http://documents.worldbank.org/curated/en/469541594052145125/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Social-Accountability-Knowledge-Skills-Action-and-Networking-P147835.pdf,http://documents.worldbank.org/curated/en/469541594052145125,"Implementation Completion and Results Report (ICR) Document - Social Accountability Knowledge, Skills, Action and Networking - P147835",ICR00004653
32705464,P148052,Chad - Mother and Child Health Services Strengthening Project,2020-12-12T05:00:00Z,Implementation Completion and Results Report,Chad,TD-Mother and Child Health Services Strengthening Project -- P148052,to_screen,FALSE,"Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/340251608684417101/pdf/Chad-Mother-and-Child-Health-Services-Strengthening-Project.pdf,http://documents.worldbank.org/curated/en/340251608684417101,Chad - Mother and Child Health Services Strengthening Project,ICR5154
40076327,P148062,Burkina Faso - Education Access and Quality Improvement Project (EAQIP),2025-09-30T04:00:00Z,Implementation Completion and Results Report,Burkina Faso,BF-B. Faso - Education Access and Quality Improvement Project (EAQIP) -- P148062,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099121625153095511/pdf/BOSIB-e07e3336-a2c2-4210-884b-5362d5bf9621.pdf,http://documents.worldbank.org/curated/en/099121625153095511,NA,ICR00443
31785829,P148114,Guinea - Agriculture Sector Support Project,2020-01-31T05:00:00Z,Implementation Completion and Results Report,Guinea,GN-Guinea Agricultural Support Project -- P148114,in_scope,TRUE,"Agriculture,Health, Nutrition and Population,Water Resources",http://documents.worldbank.org/curated/en/170481581715328473/pdf/Guinea-Agriculture-Sector-Support-Project.pdf,http://documents.worldbank.org/curated/en/170481581715328473,Guinea - Agriculture Sector Support Project,ICR5052
31831454,P148127,Guinea - Pooled Fund for Basic Education,2020-02-25T05:00:00Z,Implementation Completion and Results Report,Guinea,GN-GUINEA - Pooled-Fund for Basic Education -- P148127,to_screen,FALSE,"Education,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/306641583186423145/pdf/Guinea-Pooled-Fund-for-Basic-Education.pdf,http://documents.worldbank.org/curated/en/306641583186423145,Guinea - Pooled Fund for Basic Education,ICR5026
34440910,P148183,Ghana - FIP : Enhancing Natural Forest and Agroforest Landscapes Project,2024-12-23T05:00:00Z,Implementation Completion and Results Report,Ghana,GH-Ghana FIP - Enhancing Natural Forest and Agroforest Landscapes Project -- P148183,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099122324124519549/pdf/BOSIB-fea7bdc4-23af-401b-a55d-591d91f5b0a9.pdf,http://documents.worldbank.org/curated/en/099122324124519549,NA,ICR00068
25251584,P148428,Somalia - Recurrent Cost and Reform Financing Project,2015-10-30T04:00:00Z,Implementation Completion and Results Report,Somalia,SO-Somalia Recurrent Cost & Reform Financing Facility -- P148428,to_screen,FALSE,"Finance and Financial Sector Development,Macroeconomics and Economic Growth",http://documents.worldbank.org/curated/en/851811467991989923/pdf/ICR3567-P148428-Box393233B-PUBLIC-disclosed-11-4-15.pdf,http://documents.worldbank.org/curated/en/851811467991989923,Somalia - Recurrent Cost and Reform Financing Project,ICR3567
34443693,P148591,Ethiopia - Second Agricultural Growth Project,2025-01-10T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Second Agricultural Growth Project -- P148591,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099010725164516152/pdf/BOSIB-84e19c97-9ce6-44ae-bc8e-6e1594dcb961.pdf,http://documents.worldbank.org/curated/en/099010725164516152,NA,ICR00332
34294072,P148616,"Nigeria - Agro-Processing, Productivity Enhancement and Livelihood Improvement Support Project",2024-03-30T04:00:00Z,Implementation Completion and Results Report,Nigeria,"NG-Agro-Processing, Productivity Enhancement and Livelihood Improvement Support Project -- P148616",to_screen,TRUE,NA,http://documents.worldbank.org/curated/en/099040124123015439/pdf/BOSIB123ab06ad05c19d3f1d33776c0a0b2.pdf,http://documents.worldbank.org/curated/en/099040124123015439,NA,ICR6489
34456850,P148797,Guinea-Bissau - Emergency Water and Electricity Services Upgrading Project,2025-02-05T05:00:00Z,Implementation Completion and Results Report,Guinea-Bissau,GW-Emergency Water and Electricity Services Upgrading Project -- P148797,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099021425153021775/pdf/BOSIB-78d1f59d-6fa8-453f-bac8-be9db3fca262.pdf,http://documents.worldbank.org/curated/en/099021425153021775,NA,ICR00110
33805691,P148839,Niger - Investment Climate Support Project,2022-04-15T04:00:00Z,Implementation Completion and Results Report,Niger,NE-Niger Investment Climate Support -- P148839,in_scope,FALSE,"Agriculture,Industry,Macroeconomics and Economic Growth",http://documents.worldbank.org/curated/en/863861651151745570/pdf/Niger-Investment-Climate-Support-Project.pdf,http://documents.worldbank.org/curated/en/863861651151745570,Niger - Investment Climate Support Project,ICR5425
40030805,P148853,"Kenya - Second Phase of the EA Regional Transport, Trade, and Development Facilitation Project",2025-06-30T04:00:00Z,Implementation Completion and Results Report,Kenya,"KE-EA Regional Transport , Trade and Development Facilitation Project (Second Phase of Program) -- P148853",to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099071825233012332/pdf/BOSIB-33ee8f0a-aa21-4f37-aae3-2ac358fc3921.pdf,http://documents.worldbank.org/curated/en/099071825233012332,NA,ICR6507
26159236,P148886,Guinea-Bissau - Second Emergency Food Security Support Project,2016-03-28T04:00:00Z,Implementation Completion and Results Report,Guinea-Bissau,GW-Second Emergency Food Security Support Project -- P148886,in_scope,TRUE,Agriculture,http://documents.worldbank.org/curated/en/738851468185945090/pdf/ICR3774-P148886-Box364877B-OUO-9.pdf,http://documents.worldbank.org/curated/en/738851468185945090,Guinea-Bissau - Second Emergency Food Security Support Project,ICR3774
30996128,P148927,Rwanda - Third Phase of the Transformation of Agriculture Sector Program-for-Results Project,2019-03-25T04:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Transformation of Agriculture Sector Program Phase 3  PforR -- P148927,in_scope,FALSE,"Agriculture,Poverty Reduction",http://documents.worldbank.org/curated/en/476491555688840995/pdf/Rwanda-Third-Phase-of-the-Transformation-of-Agriculture-Sector-Program-for-Results-Project.pdf,http://documents.worldbank.org/curated/en/476491555688840995,Rwanda - Third Phase of the Transformation of Agriculture Sector Program-for-Results Project,135672
34342102,P149049,Democratic Republic of Congo - Forest Dependent Communities Support Project,2024-06-01T04:00:00Z,Implementation Completion and Results Report,"Congo, Democratic Republic of",ZR-Forest Dependent Communities Support Project -- P149049,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099061424124037374/pdf/BOSIB-6bc1076b-91e2-4f9e-a034-3b2f0833cad3.pdf,http://documents.worldbank.org/curated/en/099061424124037374,NA,ICR6534
31250949,P149095,Rwanda - Public Sector Governance Program-for-Results Project,2019-06-28T04:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Rwanda Public Sector Governance Program-For-Results -- P149095,in_scope,FALSE,"Agriculture,Gender,Governance,Poverty Reduction,Public Sector Development",http://documents.worldbank.org/curated/en/995201563298102258/pdf/Rwanda-Public-Sector-Governance-Program-for-Results-Project.pdf,http://documents.worldbank.org/curated/en/995201563298102258,Rwanda - Public Sector Governance Program-for-Results Project,ICR4853
31216188,P149269,Implementation Completion and Results Report (ICR) Document - AFCC2 RI -Support to NPCA TerrAfrica Secretariat - P149269,2019-06-28T04:00:00Z,Implementation Completion and Results Report,Africa,3A-AFCC2/RI -Support to NPCA TerrAfrica Secretariat -- P149269,in_scope,TRUE,"Agriculture,Energy,Environment,Information and Communication Technologies,Water Resources",http://documents.worldbank.org/curated/en/740791561761303944/pdf/Implementation-Completion-and-Results-Report-ICR-Document-AFCC2-RI-Support-to-NPCA-TerrAfrica-Secretariat-P149269.pdf,http://documents.worldbank.org/curated/en/740791561761303944,Implementation Completion and Results Report (ICR) Document - AFCC2 RI -Support to NPCA TerrAfrica Secretariat - P149269,ICR00004643
40027728,P149277,Togo - Mining Governance and Development Project,2025-06-27T04:00:00Z,Implementation Completion and Results Report,Togo,TG-Togo:  Mining Governance and Development Project -- P149277,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099070125180018368/pdf/BOSIB-2413141e-4e1c-47cc-bb87-b6e0a055cbf2.pdf,http://documents.worldbank.org/curated/en/099070125180018368,NA,ICR00485
34360629,P149286,Uganda - Multisectoral Food Security and Nutrition Project,2024-06-01T04:00:00Z,Implementation Completion and Results Report,Uganda,UG-Uganda Multisectoral Food Security and Nutrition Project -- P149286,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099070324091520616/pdf/BOSIB-81c35e4b-d5de-4f52-b19b-ba51af9112a6.pdf,http://documents.worldbank.org/curated/en/099070324091520616,NA,ICR6533
40078907,P149377,"Mozambique - Second Water Services and Institutional Support Project
",2025-12-17T05:00:00Z,Implementation Completion and Results Report,Mozambique,MZ-Water Services and Institutional Support Project II -- P149377,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099122325155520269/pdf/BOSIB-8715576f-632d-4991-967e-12fc6797a458.pdf,http://documents.worldbank.org/curated/en/099122325155520269,NA,ICR00440
26837659,P149512,Central African Republic - Emergency Food Crisis Response and Agriculture Relaunch Project,2016-09-29T04:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-CAR Emergency Food Crisis Response and Agriculture Relaunch Project -- P149512,in_scope,FALSE,Agriculture,http://documents.worldbank.org/curated/en/988341475519342087/pdf/CAR-ICR-Final-Emergency-Food-Crisis-Response-Project-Sept-30-2016-Clean-09302016.pdf,http://documents.worldbank.org/curated/en/988341475519342087,Central African Republic - Emergency Food Crisis Response and Agriculture Relaunch Project,ICR3989
34383615,P149521,South Africa - Technical Assistance Project for the Development Carbon Capture and Storage in the Republic of South Africa,2024-08-29T04:00:00Z,Implementation Completion and Results Report,South Africa,ZA-Technical Assistance Project for the Development Carbon Capture and Storage in the Republic of South Africa -- P149521,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099082924150033131/pdf/BOSIB-0eef53aa-e126-48d5-88ad-4b94f0c2fa71.pdf,http://documents.worldbank.org/curated/en/099082924150033131,NA,ICR6699
34369301,P149620,Mozambique - Agriculture and Natural Resources Landscape Management Project,2024-06-28T04:00:00Z,Implementation Completion and Results Report,Mozambique,MZ-Moz Agriculture and Natural Resources Landscape Management Project -- P149620,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099072524114075729/pdf/BOSIB-3087b55b-b24e-46c4-b89a-e47f2b2a71d6.pdf,http://documents.worldbank.org/curated/en/099072524114075729,NA,ICR6696
31847339,P149969,Western Africa - Volta River Basin Strategic Action Program Implementation Project,2020-02-10T05:00:00Z,Implementation Completion and Results Report,Western Africa,3W-Volta River Basin Strategic Action Programme Implementation -- P149969,to_screen,FALSE,"Environment,Water Resources",http://documents.worldbank.org/curated/en/917981583510408205/pdf/Western-Africa-Volta-River-Basin-Strategic-Action-Program-Implementation-Project.pdf,http://documents.worldbank.org/curated/en/917981583510408205,Western Africa - Volta River Basin Strategic Action Program Implementation Project,ICR4888
34175347,P149971,Somalia - Capacity Injection Project,2023-10-01T04:00:00Z,Implementation Completion and Results Report,Somalia,SO-Somalia Capacity Injection -- P149971,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099100223123016421/pdf/BOSIB-d78cabd9-13fb-4fa4-8a70-c2416eebd754.pdf,http://documents.worldbank.org/curated/en/099100223123016421,NA,ICR6319
31542494,P149992,Implementation Completion and Results Report (ICR) Document - Mozambique - Artisanal Fisheries and Climate Change - P149992,2019-11-10T05:00:00Z,Implementation Completion and Results Report,Mozambique,MZ-Mozambique - Artisanal Fisheries and Climate Change -- P149992,in_scope,FALSE,"Agriculture,Environment,Health, Nutrition and Population,Science and Technology Development,Social Protections and Labor,Water Resources",http://documents.worldbank.org/curated/en/636001573408321795/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Mozambique-Artisanal-Fisheries-and-Climate-Change-P149992.pdf,http://documents.worldbank.org/curated/en/636001573408321795,Implementation Completion and Results Report (ICR) Document - Mozambique - Artisanal Fisheries and Climate Change - P149992,ICR00004858
34001951,P150008,South Africa - Land Bank Financial Intermediation Project,2023-01-20T05:00:00Z,Implementation Completion and Results Report,South Africa,ZA-Land Bank Financial Intermediation Project -- P150008,to_screen,TRUE,NA,http://documents.worldbank.org/curated/en/099143002132334625/pdf/BOSIB028ace43f0be0b76903cb710deeebb.pdf,http://documents.worldbank.org/curated/en/099143002132334625,NA,ICR5898
33289940,P150148,"Congo, Democratic Republic of - Statistics Development Project",2021-06-30T04:00:00Z,Implementation Completion and Results Report,"Congo, Democratic Republic of",ZR-DRC-Statistics Development Project -- P150148,in_scope,FALSE,"Agriculture,Communities and Human Settlements,Governance,International Economics and Trade,Law and Development,Poverty Reduction,Public Sector Development,Science and Technology Development,Social Development,Urban Development",http://documents.worldbank.org/curated/en/627411627034180128/pdf/Congo-Democratic-Republic-of-Statistics-Development-Project.pdf,http://documents.worldbank.org/curated/en/627411627034180128,"Congo, Democratic Republic of - Statistics Development Project",ICR5462
33844126,P150351,Senegal - Urban Water and Sanitation Project,2022-06-12T04:00:00Z,Implementation Completion and Results Report,Senegal,SN-Senegal Urban Water and Sanitation Project -- P150351,to_screen,FALSE,"Environment,Health, Nutrition and Population,Science and Technology Development,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/948231655388003968/pdf/Senegal-Urban-Water-and-Sanitation-Project.pdf,http://documents.worldbank.org/curated/en/948231655388003968,Senegal - Urban Water and Sanitation Project,ICR5755
33694440,P150369,Implementation Completion and Results Report (ICR) Document - Ghana-Peri-Urban Commercial Vegetables Value Chains Project - P150369,2021-12-31T05:00:00Z,Implementation Completion and Results Report,Ghana,GH-Ghana-Peri-Urban Commercial Vegetables Value Chains Project -- P150369,in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099625012312132630/pdf/Implementation0s0Project000P150369.pdf,http://documents.worldbank.org/curated/en/099625012312132630,NA,ICR00005582
33045839,P150430,Mauritania - Social Safety Net System Project,2021-04-15T04:00:00Z,Implementation Completion and Results Report,Mauritania,MR-Mauritania Social Safety Net System -- P150430,to_screen,FALSE,"Macroeconomics and Economic Growth,Poverty Reduction,Social Protections and Labor",http://documents.worldbank.org/curated/en/966341620050909639/pdf/Mauritania-Social-Safety-Net-System-Project.pdf,http://documents.worldbank.org/curated/en/966341620050909639,Mauritania - Social Safety Net System Project,ICR5249
40107331,P150523,"Tanzania - Resilient Natural Resource Management for Tourism and Growth Project
",2026-06-04T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Tanzania: Resilient Natural Resource Management for Tourism and Growth -- P150523,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099060526095540473/pdf/BOSIB-4826ae50-f49a-4083-94a7-ab20447ab14e.pdf,http://documents.worldbank.org/curated/en/099060526095540473,NA,ICR00350
34049908,P150634,Rwanda - Electricity Sector Strengthening Project,2023-04-20T04:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Rwanda Electricity Sector Strengthening Project -- P150634,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099042423180540738/pdf/BOSIB0256b108a0e80aca401a846b141890.pdf,http://documents.worldbank.org/curated/en/099042423180540738,NA,ICR5955
34234121,P150754,Comoros - Social Safety Net Project,2024-01-08T05:00:00Z,Implementation Completion and Results Report,Comoros,KM-Comoros Social Safety Net Project -- P150754,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099010824135541981/pdf/BOSIB-e75c1304-5fdf-40ca-b4f4-104041b1cbf7.pdf,http://documents.worldbank.org/curated/en/099010824135541981,NA,ICR6336
33696786,P150844,Rwanda - Urban Development Project,2021-12-21T05:00:00Z,Implementation Completion and Results Report,Rwanda,RW-Rwanda Urban Development Project -- P150844,in_scope,FALSE,"Agriculture,Communities and Human Settlements,Poverty Reduction,Urban Development,Water Resources",http://documents.worldbank.org/curated/en/199651641239233649/pdf/Rwanda-Urban-Development-Project.pdf,http://documents.worldbank.org/curated/en/199651641239233649,Rwanda - Urban Development Project,ICR5566
40115389,P150928,Morocco - Financing Innovative Startups and Small and Medium Enterprises Project,2026-06-30T04:00:00Z,Implementation Completion and Results Report,Morocco,MA-Financing Innovative Startups and Small and Medium Enterprises Project -- P150928,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099070626144513638/pdf/BOSIB-40302858-115c-4251-a0a3-43f99be0868a.pdf,http://documents.worldbank.org/curated/en/099070626144513638,NA,ICR00791
31680007,P150929,Burundi - Infrastructure Resilience Emergency Project,2019-12-16T05:00:00Z,Implementation Completion and Results Report,Burundi,BI-Burundi- Infrastructure Resilience Emergency Project -- P150929,in_scope,FALSE,"Agriculture,Conflict and Development,Environment,Social Development,Transport,Urban Development,Water Resources",http://documents.worldbank.org/curated/en/787971577979433968/pdf/Burundi-Infrastructure-Resilience-Emergency-Project.pdf,http://documents.worldbank.org/curated/en/787971577979433968,Burundi - Infrastructure Resilience Emergency Project,ICR4993
34110629,P150930,Morocco - Large Scale Irrigation Modernization Project,2023-06-28T04:00:00Z,Implementation Completion and Results Report,Morocco,MA-MA-Large Scale Irrigation Modernization Project -- P150930,in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099070123151537250/pdf/BOSIB065c541990140aa270d29d86349325.pdf,http://documents.worldbank.org/curated/en/099070123151537250,NA,ICR6105
34440914,P151030,Tunisia - Integrated Landscapes Management in Lagging Regions Project,2024-12-20T05:00:00Z,Implementation Completion and Results Report,Tunisia,TN-Integrated Landscapes Management in Lagging Regions Project -- P151030,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099122324150093316/pdf/BOSIB-d9008a53-81f8-4c8c-b10a-52e14bc5c3b1.pdf,http://documents.worldbank.org/curated/en/099122324150093316,NA,ICR00224
33836570,P151058,Mauritania - Nouadhibou Eco-Seafood Cluster Project,2022-06-01T04:00:00Z,Implementation Completion and Results Report,Mauritania,MR-Nouadhibou Eco-Seafood Cluster Project -- P151058,in_scope,TRUE,"Agriculture,International Economics and Trade,Law and Development,Macroeconomics and Economic Growth,Private Sector Development",http://documents.worldbank.org/curated/en/222291654539698523/pdf/Mauritania-Nouadhibou-Eco-Seafood-Cluster-Project.pdf,http://documents.worldbank.org/curated/en/222291654539698523,Mauritania - Nouadhibou Eco-Seafood Cluster Project,ICR5704
40000385,P151083,Eastern Africa - Great Lakes Trade Facilitation Project,2025-03-12T04:00:00Z,Implementation Completion and Results Report,Africa,3E-AFR RI-Great Lakes Trade Facilitation -- P151083,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099031225175375203/pdf/BOSIB-73c5dc1b-7ea4-46cd-958b-91a93fd78459.pdf,http://documents.worldbank.org/curated/en/099031225175375203,NA,ICR00041
34362676,P151155,Cameroon - Strengthening Public Sector Effectiveness and Statistical Capacity Project,2024-06-30T04:00:00Z,Implementation Completion and Results Report,Cameroon,CM-CAMEROON - Strengthening Public Sector Effectiveness and Statistical Capacity Project -- P151155,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099071024022031798/pdf/BOSIB-72773152-d22e-4d80-b4a6-5965ed9e8b72.pdf,http://documents.worldbank.org/curated/en/099071024022031798,NA,ICR6650
40105552,P151169,"Morocco - Supporting the Economic Inclusion of Youth Project 
",2026-04-23T04:00:00Z,Implementation Completion and Results Report,Morocco,MA-Supporting the economic inclusion of youth -- P151169,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099052726191036914/pdf/BOSIB-f48f4139-eaf9-4b04-a919-1fe445653dc0.pdf,http://documents.worldbank.org/curated/en/099052726191036914,NA,ICR00723
32753046,P151215,Chad - Emergency Food and Livestock Crisis Response Project,2021-01-15T05:00:00Z,Implementation Completion and Results Report,Chad,TD-Emergency  Food and Livestock Crisis Response Project -- P151215,in_scope,FALSE,"Agriculture,Water Resources",http://documents.worldbank.org/curated/en/198781610768290409/pdf/Chad-Emergency-Food-and-Livestock-Crisis-Response-Project.pdf,http://documents.worldbank.org/curated/en/198781610768290409,Chad - Emergency Food and Livestock Crisis Response Project,ICR5262
33700786,P151318,Mali - Higher Education Support Project,2021-12-30T05:00:00Z,Implementation Completion and Results Report,Mali,ML-Mali - Higher Education Support Project -- P151318,in_scope,FALSE,"Agriculture,Education",http://documents.worldbank.org/curated/en/810851641853624845/pdf/Mali-Higher-Education-Support-Project.pdf,http://documents.worldbank.org/curated/en/810851641853624845,Mali - Higher Education Support Project,ICR5744
34420793,P151324,"Côte d'Ivoire - Infrastructure for Urban Development and Competitiveness of Second Cities Project
",2024-10-29T04:00:00Z,Implementation Completion and Results Report,Cote d'Ivoire,CI-CI-Infrastructure for Urban Development and Competitiveness of second cities -- P151324,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099111124105515324/pdf/BOSIB-d1e7c274-f860-4378-951f-90859a1cda96.pdf,http://documents.worldbank.org/curated/en/099111124105515324,NA,ICR6378
40030800,P151432,Ethiopia - Enhancing Shared Prosperity through Equitable Services Project,2025-06-18T04:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Enhancing Shared Prosperity through Equitable Services -- P151432,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099071825225012956/pdf/BOSIB-3bf7a40b-794c-4716-a5dd-bf9f45aa9dcc.pdf,http://documents.worldbank.org/curated/en/099071825225012956,NA,ICR00249
33935520,P151447,Ghana - Public Financial Management Reform Project,2022-10-13T04:00:00Z,Implementation Completion and Results Report,Ghana,GH-Ghana: Public Financial Management Reform Project -- P151447,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099635011102224370/pdf/BOSIB005db002808508dfd0bdfd0231c489.pdf,http://documents.worldbank.org/curated/en/099635011102224370,NA,ICR5893
34305159,P151449,Mali - Support to Agro-industrial Competitiveness Project,2024-04-18T04:00:00Z,Implementation Completion and Results Report,Mali,ML-Mali Support to Agroindustrial Competitiveness Project -- P151449,to_screen,TRUE,NA,https://documents.worldbank.org/curated/en/099041824163533831/pdf/BOSIB-645e239e-2eb7-487a-bb5d-b897c484fc28.pdf,http://documents.worldbank.org/curated/en/099041824163533831,NA,ICR6102
40027736,P151451,Zambia - Girls’ Education and Women’s Empowerment and Livelihood Project,2025-06-30T04:00:00Z,Implementation Completion and Results Report,Zambia,ZM-Girls' Education and Women's Empowerment and Livelihood Project -- P151451,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099070125190070632/pdf/BOSIB-04c0e061-0c12-4300-a774-df4b4944e128.pdf,http://documents.worldbank.org/curated/en/099070125190070632,NA,ICR00215
34443700,P151469,Madagascar - Agriculture Rural Growth and Land Management Project,2024-12-23T05:00:00Z,Implementation Completion and Results Report,Madagascar,MG-Madagascar Agriculture Rural Growth and Land Management Project -- P151469,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099010725115015815/pdf/BOSIB-c3d4a998-9182-4573-890a-a07571709a33.pdf,http://documents.worldbank.org/curated/en/099010725115015815,NA,ICR4409
34234120,P151492,Somalia - Second Public Financial Management Capacity Strengthening Project,2024-01-05T05:00:00Z,Implementation Completion and Results Report,Somalia,SO-Second Public Financial Management Capacity Strengthening Project -- P151492,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099010824125520056/pdf/BOSIB-7791b442-50a7-415b-9fb6-4e19d6af9712.pdf,http://documents.worldbank.org/curated/en/099010824125520056,NA,ICR5837
34383618,P151785,Madagascar - Electricity Sector Operations and Governance Improvement Project,2024-08-27T04:00:00Z,Implementation Completion and Results Report,Madagascar,MG-MG-Electricity Sec Operations & Governance Improvement Project(ESOGIP) -- P151785,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099082924102037953/pdf/BOSIB-142f9e82-f18d-4c5a-83e7-997a81056028.pdf,http://documents.worldbank.org/curated/en/099082924102037953,NA,ICR00087
26548000,P151794,Guinea - Emergency Macroeconomic and Fiscal Support Operation Project,2016-06-23T04:00:00Z,Implementation Completion and Results Report,Guinea,GN-Emergency Macroeconomic and Fiscal Support Grant -- P151794,to_screen,FALSE,"Macroeconomics and Economic Growth,Public Sector Development",http://documents.worldbank.org/curated/en/528641469728836431/pdf/ICR3644-P151794-Box396252B-PUBLIC-disclosed-6-29-16.pdf,http://documents.worldbank.org/curated/en/528641469728836431,Guinea - Emergency Macroeconomic and Fiscal Support Operation Project,ICR3644
34054109,P151816,Kenya - Financial Sector Support Project,2023-04-28T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Financial Sector Support Project -- P151816,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099043023133031646/pdf/BOSIB076cea3030770ace909ea5be502e02.pdf,http://documents.worldbank.org/curated/en/099043023133031646,NA,ICR6081
34286691,P151831,Kenya - Youth Employment and Opportunities Project (KYEOP),2024-03-20T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Kenya Youth Employment and Opportunities Project -- P151831,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099032224040028003/pdf/BOSIB-3a6f785a-0ee0-47ef-a953-93e14083da65.pdf,http://documents.worldbank.org/curated/en/099032224040028003,NA,ICR6041
34017461,P151835,Burundi - Social Safety Nets (Merankabandi) Project,2023-02-23T05:00:00Z,Implementation Completion and Results Report,Burundi,BI-BI-Social Safety Nets (Merankabandi) -- P151835,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099204003062319148/pdf/BOSIB02653d1c80b908d590b34b93c8673b.pdf,http://documents.worldbank.org/curated/en/099204003062319148,NA,ICR6056
40113397,P151847,"Ethiopia, Kenya, Malawi, Mozambique, Rwanda, Tanzania, Uganda, Zambia - Eastern and Southern Africa Higher Education Centers of Excellence Project
",2026-06-29T04:00:00Z,Implementation Completion and Results Report,"Uganda,Kenya,Rwanda,Tanzania,Malawi,Zambia,Mozambique,Ethiopia",3E-Eastern and Southern Africa Higher Education Centers of Excellence -- P151847,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099062926094539608/pdf/BOSIB-c86b36f8-5177-4109-83ce-694854b8bd0c.pdf,http://documents.worldbank.org/curated/en/099062926094539608,NA,ICR00810
33786570,P151869,Burundi - Coffee Sector Competitiveness Project,2022-03-30T04:00:00Z,Implementation Completion and Results Report,Burundi,BI-Burundi Coffee Sector Competitiveness Project -- P151869,in_scope,TRUE,"Agriculture,Information and Communication Technologies,Poverty Reduction",http://documents.worldbank.org/curated/en/282531649959012797/pdf/Burundi-Coffee-Sector-Competitiveness-Project.pdf,http://documents.worldbank.org/curated/en/282531649959012797,Burundi - Coffee Sector Competitiveness Project,ICR4849
34444211,P151909,Mali - Economic and Environmental Rehabilitation of the Niger River Project,2025-01-08T05:00:00Z,Implementation Completion and Results Report,Mali,ML-Mali - Economic & Environmental Rehabilitation of the Niger River -- P151909,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099010825150549292/pdf/BOSIB-43ac0873-e8b8-48df-85ab-ac29e3c72789.pdf,http://documents.worldbank.org/curated/en/099010825150549292,NA,ICR00168
