id,title,pdf_url,doc_date,doc_type,country,report_name,project_id,abstract,language,web_url
32311200,Africa Region - Agricultural Productivity Program for Southern Africa (APPSA) Project,http://documents.worldbank.org/curated/en/499451597014339265/pdf/Africa-Region-Agricultural-Productivity-Program-for-Southern-Africa-APPSA-Project.pdf,2020-07-31T04:00:00Z,Implementation Completion and Results Report,Africa,Africa Region - Agricultural Productivity Program for Southern Africa (APPSA) Project,3E-AFR RI Agricultural Productivity Program for Southern Africa (APPSA) -- P094183,"The overall outcome of the Agricultural Productivity Program for Southern Africa (APPSA) Project is moderately satisfactory, with moderately satisfactory Bank performance and modest monitoring and evaluation quality. The following are key lessons based on the APPSA implementation and achievements: 1. Strong partnerships with the Consultative Group for International Agricultural Research (CGIAR) centers, the private sector and producer organizations are essential to successfully increase technology generation and uptake. 2. The potential impact of agricultural technology generation and dissemination Research and Development (R and D) activities is enhanced when dissemination and delivery mechanisms are developed and considered earlier on. 3. Regional R and D project can catalyze a strong culture of regional collaboration, facilitating applied research to efficiently address shared problems with shared solutions.",NA,http://documents.worldbank.org/curated/en/499451597014339265
29269473,Mozambique - Climate Change Development Policy Operations Project,http://documents.worldbank.org/curated/en/337331513267211872/pdf/ICR00004345-11152017.pdf,2017-11-15T05:00:00Z,Implementation Completion and Results Report,Mozambique,Mozambique - Climate Change Development Policy Operations Project,MZ-Mozambique Climate Change Development Policy Operation -- P128434,"Ratings for the Climate Change Development Policy Operations Project for Mozambique were as follows: outcomes were satisfactory, the risk to development outcome was substantial, the Bank performance was satisfactory, and the Borrower performance was moderately satisfactory. Some lessons learned included: the cross-sectoral nature of climate risks and their impacts typically affect several sectors of a country’s economy, as in the case of Mozambique, where for example the occurrence of a severe flood impacts not only agricultural production, basic infrastructure, and access to services, but also immediately affects government’s fiscal space. This requires policy responses and decisions involving key economic and line agencies working together to reach a common understanding of the challenges and opportunities, assess urgency and tradeoffs among options and their socio-economic implications, and prioritize actions. This is conceptually appealing but practically difficult to achieve because of institutional fragmentation and rigidities, as well as political economy issues. Selectivity and sequencing of policy reforms could help sectors build capacity at their own pace, and focus Bank resources where most incremental gains can be achieved. As indicated in the previous two lessons, while effective climate change policy reform requires a deep and sustained engagement on the part of the Bank--and development partners--coupled with a national cross-sectoral platform, it is important to ensure that the sectors selected for reform have achieved minimum readiness, and that they have access to adequate support to move as quickly as possible from planning to financing to implementation. The Bank team supporting the Mozambique DPO series may well have faced this issue and found itself at times spread too thin. Therefore, an assessment at the outset of trade-offs regarding the scope, sequencing and depth of the supported reforms is a worthwhile endeavor.",NA,http://documents.worldbank.org/curated/en/337331513267211872
30949128,Mozambique - PROIRRI Sustainable Irrigation Development Project,http://documents.worldbank.org/curated/en/353711554150665372/pdf/Mozambique-PROIRRI-Sustainable-Irrigation-Development-Project.pdf,2019-03-27T04:00:00Z,Implementation Completion and Results Report,Mozambique,Mozambique - PROIRRI Sustainable Irrigation Development Project,MZ-MZ PROIRRI Sustainable Irrigation Development -- P107598,"Ratings of PROIRRI Sustainable Irrigation Development Project for Mozambique were as follows: outcome was moderately satisfactory, Bank performance was moderately satisfactory, and monitoring and evaluation quality was substantial.  Some of the lessons learned include: (i) Self-sustainability of Water User Associations (WUAs); (ii) Crop mix and rate of utilization of irrigated land is important for the overall economic viability of irrigation investment; (iii) Provision of Technical Assistance(TA) for budding organizations and right skill sets are critical for project delivery; and (iv) Market-driven irrigation investment could drive smallholder commercialization.",NA,http://documents.worldbank.org/curated/en/353711554150665372
15651972,"Malawi - First, Second and Third Poverty Reduction Support Grant Project",http://documents.worldbank.org/curated/en/139391468053060571/pdf/ICR17160P099310C0disclsoed010200120.pdf,2012-01-17T05:00:00Z,Implementation Completion and Results Report,Malawi,"Malawi - First, Second and Third Poverty Reduction Support Grant Project","MW-MW-PRSC-3 -- P117238,MW-MW-PRSC-1 -- P099313,MW-MW-PRSC-2 -- P107303","Ratings for the First, Second and Third Poverty Reduction Support Grant Project for Malawi were as follows: outcomes were moderately satisfactory; risk to development outcome was substantial; Bank performance was moderately satisfactory and borrower performance was also moderately satisfactory. Some lessons learned includes: the importance of Government ownership, taking the time to nurture it, through dialogue and analysis of the political economy of reforms; the need to have a good understanding of political economy of sensitive reforms; merits of working within the harmonized framework for the provision of budget support; flexibility in the Performance Assessment Framework (PAF) to emerging issues should be encouraged; the need for a good and robust Monitoring and Evaluation (M&E) framework for tracking progress and; ambitions and complex reforms should not be avoided completely.",NA,http://documents.worldbank.org/curated/en/139391468053060571
23130031,Tanzania - Accelerated Food Security Project,http://documents.worldbank.org/curated/en/132691468106739354/pdf/ICR32420P1142900disclosed0120300140.pdf,2014-12-23T05:00:00Z,Implementation Completion and Results Report,Tanzania,Tanzania - Accelerated Food Security Project,TZ-Tanzania - Accelerated Food Security Project -- P114291,"The Accelerated Food Security Project for Tanzania contributed to higher food production and productivity in targeted areas by improving farmers' access to critical agricultural inputs. The outcome of the project was rated moderately satisfactory with the Bank performing moderately satisfactory and the Borrower performing moderately unsatisfactory. The overall risk to development was rated substantial. The project had several monitering and evaluation shortcomings. Therefore, data quality is poor. Although only one indicator (maize yield achieved by farmers with subsidized seed and fertilizer) out of the six project developmetn objective level indicators was fully achieved, the project made significant progress on most of its targets. Four key lessons were learned from the implementation of this project. Firstly, successful implementation of emergency operations significantly benefits from careful advance planning, especially procurement. Secondly, mainstreaming projects in line ministries works best when complemented by pragmatic solutions to implementation issues as they arise. Thirdly, agricultural input voucher programs can significantly increase productivity, but remain difficult to administer. Lastly, a final lesson learned is that inclusion of major civil works (e.g., the irrigation infrastructure) without expedited procurement arrangements, while well meaning, may not be best suited for these type of emergency operations. Such longer gestation investments could divert focus and contribute to implementation delays.",NA,http://documents.worldbank.org/curated/en/132691468106739354
16270696,"Tanzania - Fourth Poverty Reduction Support Credit Project : Tanzania - Fourth, Fifth, Sixth, Seventh and Eigth Poverty Reduction Support Credit Project",http://documents.worldbank.org/curated/en/139011468312603435/pdf/ICR17170P095500C0disclosed050140120.pdf,2011-09-01T04:00:00Z,Implementation Completion and Results Report,Tanzania,Tanzania - Fourth Poverty Reduction Support Credit Project,"TZ-Tanzania Poverty Reduction Support Credit 8 -- P116666,TZ-Tanzania Fifth Poverty Reduction Support Credit -- P095657,TZ-Sixth Poverty Reduction Support Credit (PRSC6) -- P101229,TZ-Tanzania PRSC-4 -- P095509,TZ-Tanzania Seventh Poverty Reduction Support Credit -- P101230","Ratings for the Fourth Poverty Reduction Support Credit (PRSC) Project for Tanzania were as follows: outcomes were moderately satisfactory, the risk to development outcome was moderate, the Bank performance was satisfactory, and the Borrower performance was moderately satisfactory. Some lessons learned included: first, there is no avoiding conditionality. Good practice principles of policy-based lending are now routinely stated in almost every operation and have become second nature in designing policy-based operations. Donors should reinforce government ownership by supporting rather than duplicating government processes (aid harmonization among donors, alignment of aid with the budget cycle, use of government procurement processes, etc.). There should be an accountability framework that guides both government and donors. Prior Actions (as conditions of disbursement) should be few but critical to the achievement of agreed results. Progress reviews should be transparent and conducive to performance-based, predictable budget support. Second, unlike investment lending operations, PRSCs are able, in principle, to deal with complex cross-cutting issues when the Government has the requisite technical and coordination capacities and the operations are supplemented by sector Investment Loans (ILs), Technical Assistance (TA) and competent analytical work. If the coordination and technical capacities are limited, interventions in complex cross-cutting areas have to be prioritized and sequenced. Over time, as capacities get stronger, the number of complex interventions can be increased. This is an area in which wishful thinking often replaces hard-nosed realism, and results in less than acceptable outcomes. Third, committed political leadership makes a difference. Yet, even the best leadership can only accomplish so much in a given time period. It must overcome ever-present vested interests, old mind-sets and ingrained behaviors, even assuming that technical and organizational capacities are adequate. This is a tricky area. There are often AAA products (as was the case with a string of policy notes in Tanzania) that identify aspects of these issues and there is anecdotal evidence. But the job of transforming that knowledge into successful interventions ultimately falls to the government. The donors can at best figure out what actions are likely to succeed and back them, or decide that the government is unlikely to follow through and back off. It is extremely difficult to get that balance right. Tanzania has been no exception. Finally, measuring outcomes is important in order to increase focus and accountability. Realistic, focused monitoring frameworks that track progress over time towards ultimate objectives, concentrate the mind of government as well as the donors.",NA,http://documents.worldbank.org/curated/en/139011468312603435
30889356,Southern Sudan - Emergency Food Crisis Response Project,http://documents.worldbank.org/curated/en/378551552076912146/pdf/icr00003648-03052019-636875928970177317.pdf,2019-02-22T05:00:00Z,Implementation Completion and Results Report,South Sudan,Southern Sudan - Emergency Food Crisis Response Project,SS-Southern Sudan Emergency Food Crisis Response Project -- P113586,"Ratings for the Emergency Food Crisis Response Project (EFCRP) for Southern Sudan were as follows: outcome and Bank performance was moderately satisfactory, and monitoring and evaluation (M and E) quality was modest. Some lessons learned included: The World Bank and implementing agency must ensure a shared understanding of project goals, methodologies, and monitoring priorities up front to avoid confusion. EFCRP benefitted from county level coordinating meetings with officials that helped minimize overlap among donor programs. In addition, local authorities played a key role in resolving localized conflicts between groups when they occurred. Youth do exhibit interest in agriculture, and they are especially attracted to machinery for land preparation and crop processing, in addition to road rehabilitation and storage construction. Land preparation mechanization is critical to bringing sufficient amounts of fallow land under cultivation, so a community can start to tackle food security, and the post‐harvest machinery is important to extending storage life of crops. Close supervision is also needed to more effectively track progress, communicate, and establish teamwork among project implementation unit (PIU) and donors. It is important to counter the impacts of high staff turnover, including by staying in active communication with changing country context and PIU staff, and by working to foster capacity of and ownership by incoming stakeholders through dialogue and periodic training sessions. When the insecurity made it next to impossible to go to the field, the World Bank and Ministry of Agriculture and Food Security (MAFS) agreed with the non‐governmental organization (NGO) partners on the priorities and to decentralize decision‐making on what interventions will work in each setting. This allowed the project to keep moving forward on at least one component until security improved.",NA,http://documents.worldbank.org/curated/en/378551552076912146
14695114,Burundi - Second and Third Economic Reform Support Grant Project,http://documents.worldbank.org/curated/en/731721468016844191/pdf/ICR17660P1025000702701100BOX361518B.pdf,2011-06-06T04:00:00Z,Implementation Completion and Results Report,Burundi,Burundi - Second and Third Economic Reform Support Grant Project,"BI-Economic Reform Support Grant III (DPL) -- P113235,BI-BI-ERSG II -- P102508","Ratings for the Second and Third Economic Reform Support Grant Project for Burundi were as follows: outcomes were satisfactory, the risk to development outcome was moderate, the Bank performance was satisfactory, and the Borrower performance was moderately satisfactory. Some lessons learned included: Government of Burundi (GoB) commitment to the reform program may be present at the highest echelons. But, it is not clear that broad consensus exists at the level of the implementing agencies. Accordingly, the design of future operations (ERSGs) should attempt to engage the broader audience (including program beneficiaries). With the Bank's increasing emphasis on Governance and Anti-Corruption (GAC), greater attention is needed on: (a) political economy analysis; (b) fraud and abuse of government funds; and (c) voice and accountability (the demand side of governance). For complying with the expanding agenda, the task team will need to take cognizance of the recommendations of the Bank's GAC council.",NA,http://documents.worldbank.org/curated/en/731721468016844191
27710308,Malawi - Agriculture Sector Wide Approach Support Project,http://documents.worldbank.org/curated/en/320611499445880468/pdf/ICR00004147-06212017.pdf,2017-06-21T04:00:00Z,Implementation Completion and Results Report,Malawi,Malawi - Agriculture Sector Wide Approach Support Project,MW-Agricultural Development Programme Support Project SIL (FY08) -- P105256,"Ratings for the Agriculture Sector Wide Approach Support Project for Malawi were as follows: outcomes were satisfactory, the risk to development outcome was substantial, the Bank performance was moderately satisfactory, and the Borrower performance was also moderately satisfactory. Some lessons learned included: involvement of multiple implementing partners in SWAp improves multi sectoral collaboration and ownership, but best achieved with a strong champion. The involvement of other implementing players other than Ministry of Agriculture e.g. Ministry of Lands, Transport, Roads Authority, Trade provided a unique opportunity to strengthen multi sectoral coordination. The weak leadership of the champion (Ministry of Agriculture) reduced anticipated gains realized from such collaboration and investment. In view of this, capacity building of the champion is key to sustain this leadership for such multi sectoral projects. Use of Government systems and structures is good towards promoting ownership, but delays implementation, in a context of limited capacity. Much as the project was implemented using Government systems it was evident that implementation delays due Government bureaucracies. The complexity of the project warrants the establishment of dedicated PIU with key qualified staff. Further, for projects that has national coverage, the regional offices need to be considered for proper project backstopping including on fiduciary matters.",NA,http://documents.worldbank.org/curated/en/320611499445880468
19416514,Mozambique - Market Led Smallholder Development in the Zambezi Valley Project,http://documents.worldbank.org/curated/en/234381468109469222/pdf/ICR30280P093160C0disclosed040180140.pdf,2014-03-30T04:00:00Z,Implementation Completion and Results Report,Mozambique,Mozambique - Market Led Smallholder Development in the Zambezi Valley Project,"MZ-Market-Led Smallholder Development in the Zambezi Valley -- P098040,MZ-Market led Smallholder Development in the Zambezi Valley -- P093165","Ratings for the Market Led Smallholder Development in the Zambezi Valley Project for Mozambique were as follows: outcomes were moderately satisfactory, global environmental objective (GEO) outcomes were moderately satisfactory, risk to development outcome was substantial, risk to GEO outcome was substantial, Bank performance was moderately satisfactory, and Borrower performance was moderately satisfactory. Some lessons learned included: the design of projects for implementation under decentralized arrangements, using country systems, should critically examine the existing capacity at all levels. In order to build the strong decentralization capacity at local, district, and national levels, the project should have considered a long-term approach; using flexible lending instruments for example, adjustable program loan (APL) in order to ensure consistent and continued support for a longer period of time than the planned five year period. The sustainability of community empowerment requires continued government follow-up, facilitating appropriate linkages with service providers and agribusiness value-chain players. There is need for clear targeting and beneficiary selection criteria in order to maximize project impact. It is always good practice to ensure that the targeting and beneficiary selection criteria is well spelt out in the project implementation manual, and that its application is as participatory as possible to ensure that it is fully understood by all stakeholders.",NA,http://documents.worldbank.org/curated/en/234381468109469222
16270667,Sudan - South Kordofan State Emergency Project,http://documents.worldbank.org/curated/en/317851468311371541/pdf/ICR21140P101380C0disclosed050140120.pdf,2012-04-26T04:00:00Z,Implementation Completion and Results Report,Sudan,Sudan - South Kordofan State Emergency Project,SD-South Kordofan State Emergency Project -- P101388,"Ratings for the South Kordofan State Emergency Project for Sudan were as follows: outcomes were moderately satisfactory; risk to development outcome was substantial; Bank performance was moderately satisfactory; grantee performance was also moderately satisfactory. Some lessons learned includes: setting a counterpart share needs to be realistic for a country coming out of conflict. The 50 percent counterpart share in Multi-Donor Trust Fund (MDTF), although agreed by the Government, was unprecedentedly high. This became evident when the Government defaulted on its commitments resulting in many implementation delays throughout the MDTF portfolio. Close interaction and engagement with local authorities is essential from the outset. The Bank should broaden its engagement beyond its official counterpart, the Ministry of Finance. Bank engagement with the state government once the project faced counterpart funding issues proved successful and suggests closer dialogue on a regular basis. A better risk assessment is required in fragile settings, but this must translate into more appropriate project design. It is not sufficient to provide a good assessment of risks, as was done in the project, but the risk assessment needs to inform project design. Resolving the tension and trade-offs between the need to act quickly to stabilize conflict affected populations and longer-term capacity development objectives. Where there is an inherent tension between the need to respond quickly, as in an emergency operation, and the need to build local capacity, project design needs to acknowledge this tension, the potential trade-offs and ways in which these can be resolved during project implementation. Better institutional arrangements and government involvement in overall project coordination when components are implemented by different agencies, especially if they are national and international. Even where there is a need to act quickly, there is a need to ensure some level of stakeholder involvement and consultations, which can be deepened as the project is implemented.",NA,http://documents.worldbank.org/curated/en/317851468311371541
18728390,Lesotho - Private Sector Competitiveness and Economic Diversification Project,http://documents.worldbank.org/curated/en/528241468263698923/pdf/ICR29570P0885400disclosed0120260130.pdf,2013-12-17T05:00:00Z,Implementation Completion and Results Report,Lesotho,Lesotho - Private Sector Competitiveness and Economic Diversification Project,LS-Private Sector Competitiveness and Economic Diversification -- P088544,"Ratings for the Private Sector Competitiveness and Economic Diversification Project for Lesotho were as follows: outcomes were moderately satisfactory, risk to development outcome was moderate, Bank performance was moderately satisfactory, and Borrower performance was moderately satisfactory. Some lessons learned included: tree crop growing was new to not only most of Basotho farmers but also local agriculture administration officials. The government counterpart and the implementing agencies also need inputs and guidance on what should be changed to achieve the reform objectives and how to achieve them. A project aiming to achieve sector-wide targets should plan and budget for the strengthening of data management capacity at the government agencies and or public sector institutions as they are usually the authorities for collecting and publishing macroeconomic and sectoral data.",NA,http://documents.worldbank.org/curated/en/528241468263698923
24817072,Madagascar - Irrigation and Watershed Management Project,http://documents.worldbank.org/curated/en/992501467998503451/pdf/ICR3487-ICR-P074086-and-P088887-box385353B-PUBLIC.pdf,2015-06-24T04:00:00Z,Implementation Completion and Results Report,Madagascar,Madagascar - Irrigation and Watershed Management Project,"MG-Irrigation & Watershed Management Project - GEF -- P088887,MG-Irrigation and Watershed Management Project -- P074086","Ratings for the Irrigation and Watershed Management Project for Madagascar were as follows: outcomes were moderately unsatisfactory, global environment objective (GEO) outcomes were moderately unsatisfactory, risk to development outcome was high, risk to GEO outcome was high, Bank performance was moderately unsatisfactory, and Borrower performance was moderately satisfactory. Some lessons learned included: the project did not achieve all its planned outcomes but built a strong basis on which new operations can be (and are being indeed) prepared. Regarding institutional arrangements, the project demonstrated that it is possible, and recommended, to rely on the Ministry of Agriculture’s structure, reinforced with adequate technical assistance (TA) and the support of an external financial management agency, to implement agricultural projects. The project also demonstrated the validity of the integrated watershed approach and the strong interest that beneficiaries take in that approach. The multiannual performance contract (PC) approach and the montant d’apport préalable estimé réaliste (MAPER) combined with the formalization of Dina proved to be useful tools to generate ownership and mobilize the irrigation scheme users and to consolidate their Water User Associations (WUAs). In a context of an ever increasing fragmentation of land in irrigated areas, a strong emphasis should be put on agricultural intensification and diversification in uplands. Future projects should also be more gender sensitive in order to draw on the generally observed dynamism of women and women associations in soil conservation, intensification, diversification, marketing, and processing activities. More attention has to be paid to establishing an adequate monitoring and evaluation (M and E) system that is able to define and correctly monitor useful output and outcome indicators and that does not neglect the evaluation aspect, in order to provide project management with impact and sustainability assessments that may induce shifts in strategies and resources during the project life.",NA,http://documents.worldbank.org/curated/en/992501467998503451
