gef_id,project_title,project_url,doc_title,doc_url,doc_type,country
5675,Integrated Municipal Management Model of Household and Similar Waste with Low Greenhouse Gas Emissions,https://www.thegef.org/projects-operations/projects/5675,PIF Document for WPI (Revised),https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%285675%29%20-%20Integrated%20Municipal%20Management%20Model%20of%20Household/PIMS_5329_Algeria_CCM_-_Integrated_municipal_waste_management_-_updated_PIF_-_final_3.pdf,Project Identification Form,Algeria
5675,Integrated Municipal Management Model of Household and Similar Waste with Low Greenhouse Gas Emissions,https://www.thegef.org/projects-operations/projects/5675,PIF Review Sheet,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%285675%29%20-%20Integrated%20Municipal%20Management%20Model%20of%20Household/5675-2014-01-23-182131-GEFReviewSheetGEF52.pdf,Project Identification Form,Algeria
5675,Integrated Municipal Management Model of Household and Similar Waste with Low Greenhouse Gas Emissions,https://www.thegef.org/projects-operations/projects/5675,STAP Review (PDF),https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%285675%29%20-%20Integrated%20Municipal%20Management%20Model%20of%20Household/5675-2014-02-24-151718-STAPReviewAgency.pdf,NA,Algeria
5563,Algeria Energy Efficiency Project,https://www.thegef.org/projects-operations/projects/5563,GEF Datasheet,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%285563%29%20-%20Algeria%20Energy%20Efficiency%20Project%20%28P145298%29/GEF_Datasheet_-_P145298_2014-03-07_09.08.doc,NA,Algeria
5563,Algeria Energy Efficiency Project,https://www.thegef.org/projects-operations/projects/5563,PID,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%285563%29%20-%20Algeria%20Energy%20Efficiency%20Project%20%28P145298%29/Project_Information_Document__Concept_Stage__-_Algeria_Energy__Efficiency_Project_-_P145298_2014-03-07_09.08.docx,NA,Algeria
5563,Algeria Energy Efficiency Project,https://www.thegef.org/projects-operations/projects/5563,Project Review Sheet,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%285563%29%20-%20Algeria%20Energy%20Efficiency%20Project/04-03-2014_ID_5563_Project_Review.pdf,Review Sheet,Algeria
5563,Algeria Energy Efficiency Project,https://www.thegef.org/projects-operations/projects/5563,STAP Review (PDF),https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%285563%29%20-%20Algeria%20Energy%20Efficiency%20Project/5563-2014-04-17-103736-STAPReviewAgency.pdf,NA,Algeria
5438,MENA: Improved Desert Ecosystems and Climate Resilient Oases Project,https://www.thegef.org/projects-operations/projects/5438,CEO Endorsement Request Final,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Multi%20Focal%20Area/Algeria%20-%20%285438%29%20-%20MENA-%20Improved%20Desert%20Ecosystems%20and%20Climate%20Resil/11-13-13_CEO_Endorsement_Request_Final.pdf,CEO Endorsement,Algeria
5438,MENA: Improved Desert Ecosystems and Climate Resilient Oases Project,https://www.thegef.org/projects-operations/projects/5438,PID Appraisal,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Multi%20Focal%20Area/Algeria%20-%20%285438%29%20-%20MENA-%20Improved%20Desert%20Ecosystems%20and%20Climate%20Resil/AlgeriaPIDappraisal.pdf,NA,Algeria
3927,Integrated Approach for Zero Emission Project Development in the New Town of Boughzoul,https://www.thegef.org/projects-operations/projects/3927,3927_2019_PIR_UNEP_Algeria,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/9f2d6bd6-de7c-e811-8124-3863bb2e1360/Roadmap/ProjectImplementationReportPIR_3927_2019_PIR_UNEP_Algeria.doc,Project Implementation Report,Algeria
3927,Integrated Approach for Zero Emission Project Development in the New Town of Boughzoul,https://www.thegef.org/projects-operations/projects/3927,Cover memo - PPG,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%283927%29%20-%20Integrated%20Approach%20for%20Zero%20Emission%20Project%20Deve/5-6-2009%20OD3927%20PPG-.doc,NA,Algeria
3927,Integrated Approach for Zero Emission Project Development in the New Town of Boughzoul,https://www.thegef.org/projects-operations/projects/3927,Endorsement Letter from Government,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%283927%29%20-%20Integrated%20Approach%20for%20Zero%20Emission%20Project%20Deve/4-21-2009%20Endorsement%20letter%20from%20govt.pdf,NA,Algeria
3927,Integrated Approach for Zero Emission Project Development in the New Town of Boughzoul,https://www.thegef.org/projects-operations/projects/3927,PIF Document for WPI (Revised),https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20%283927%29%20-%20Integrated%20Approach%20for%20Zero%20Emission%20Project%20Deve/5-6-2009%20ID3927PIF-_1.doc,Project Identification Form,Algeria
1087,Climate Change Enabling Activity (Additional Financing for Capacity Building in Priority Areas),https://www.thegef.org/projects-operations/projects/1087,Project Document for CEO Approval (Revised),https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20Enabling%20Activity/Algeria%20CCEAII%20revised.doc,Project Document,Algeria
435,Elaboration of a National Climate Change Strategy and Action Plan,https://www.thegef.org/projects-operations/projects/435,National CC Strategy & Action Plan,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20Elaboration%20of%20a%20National%20Climate%20Change%20Strategy%20and%20Action%20Plan/Elaboration%20of%20a%20National%20Climate%20Change%20Strategy%20and%20Action%20Plan.pdf,NA,Algeria
435,Elaboration of a National Climate Change Strategy and Action Plan,https://www.thegef.org/projects-operations/projects/435,Project Proposal,https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Algeria%20-%20Elaboration%20of%20a%20National%20Climate%20Change%20Strategy%20and%20Action%20Plan/Revised%20project%20proposal%20document.pdf,NA,Algeria
11711,Promoting climate adaptation and resilience through innovation and entrepreneurship for green jobs in Angola,https://www.thegef.org/projects-operations/projects/11711,CEO Endorsement/Approval Review Sheet Document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/37173937-1475-ef11-a670-6045bd065484_ReviewSheet_CEOEndorsement.pdf,CEO Endorsement,Angola
11711,Promoting climate adaptation and resilience through innovation and entrepreneurship for green jobs in Angola,https://www.thegef.org/projects-operations/projects/11711,FSP CEO endorsement document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/37173937-1475-ef11-a670-6045bd065484_CEOEndorsement.pdf,CEO Endorsement,Angola
11545,Strengthening climate resilience of communities in Angola through community-based adaptation action,https://www.thegef.org/projects-operations/projects/11545,11545-Angola-STAPScreen-FINAL,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/017ff7a2-06e6-ee11-904c-6045bd010b21_STAPReview.pdf,NA,Angola
11545,Strengthening climate resilience of communities in Angola through community-based adaptation action,https://www.thegef.org/projects-operations/projects/11545,CEO Endorsement/Approval Review Sheet Document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/017ff7a2-06e6-ee11-904c-6045bd010b21_ReviewSheet_CEOEndorsement.pdf,CEO Endorsement,Angola
11545,Strengthening climate resilience of communities in Angola through community-based adaptation action,https://www.thegef.org/projects-operations/projects/11545,FSP CEO endorsement document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/017ff7a2-06e6-ee11-904c-6045bd010b21_CEOEndorsement.pdf,CEO Endorsement,Angola
11545,Strengthening climate resilience of communities in Angola through community-based adaptation action,https://www.thegef.org/projects-operations/projects/11545,GEFSEC Review,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/017ff7a2-06e6-ee11-904c-6045bd010b21_ReviewSheet_PIF.pdf,Project Identification Form,Angola
11545,Strengthening climate resilience of communities in Angola through community-based adaptation action,https://www.thegef.org/projects-operations/projects/11545,PIF,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/017ff7a2-06e6-ee11-904c-6045bd010b21_PIF.pdf,Project Identification Form,Angola
11244,Integrated conservation of the Maiombe forest ecosystem in Cabinda Province Angola,https://www.thegef.org/projects-operations/projects/11244,CEO Endorsement/Approval Review Sheet Document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/c3b6b176-dfd7-ed11-a7c7-000d3a5a70e0_ReviewSheet_CEOEndorsement.pdf,CEO Endorsement,Angola
11244,Integrated conservation of the Maiombe forest ecosystem in Cabinda Province Angola,https://www.thegef.org/projects-operations/projects/11244,FSP CEO endorsement document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/c3b6b176-dfd7-ed11-a7c7-000d3a5a70e0_CEOEndorsement.pdf,CEO Endorsement,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,CEO Endorsement/Approval Review Sheet Document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/97e2aeae-7597-e911-a83f-000d3a375888_ReviewSheet_CEOEndorsement.pdf,CEO Endorsement,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,10505_Angola - CEO Council Notification Ltr_04,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/97e2aeae-7597-e911-a83f-000d3a375888/Roadmap/CouncilNotificationLetterofChildProjectunderaProgramforreview_10505Angola%20-%20CEO%20Council%20Notification%20Ltr04.14.2021.pdf,NA,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,20250914_FY25 GEF Core Indicator Reporting Angola GWP,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/97e2aeae-7597-e911-a83f-000d3a375888/PIR/ProjectImplementationReportPIR_20250914FY25%20GEF%20Core%20Indicator%20Reporting%20Angola%20GWP.xlsx,Project Implementation Report,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,20250914_FY25 PIR_10505_Angola GWP,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/97e2aeae-7597-e911-a83f-000d3a375888/PIR/ProjectImplementationReportPIR_20250914FY25%20PIR10505Angola%20GWP.docx,Project Implementation Report,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,2nd PIR Report,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/97e2aeae-7597-e911-a83f-000d3a375888_2nd%20PIR.pdf,Project Implementation Report,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,CIGEF_GEFID10505_GWP Angola_FY24 PIR,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/97e2aeae-7597-e911-a83f-000d3a375888/PIR/ProjectImplementationReportPIR_CIGEFGEFID10505GWP%20AngolaFY24%20PIR.docx,Project Implementation Report,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,FSP CEO endorsement document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/97e2aeae-7597-e911-a83f-000d3a375888_CEOEndorsement.pdf,CEO Endorsement,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,FY24 GEF Core indicator_Angola GEF 7,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/97e2aeae-7597-e911-a83f-000d3a375888/PIR/TrackingTool_FY24%20GEF%20Core%20indicatorAngola%20GEF%207.xlsx,Project Implementation Report,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,GEFSEC Review,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/97e2aeae-7597-e911-a83f-000d3a375888_ReviewSheet_PIF.pdf,Project Identification Form,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,ID10505_ Portal Entry of CEO End,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/97e2aeae-7597-e911-a83f-000d3a375888/Roadmap/ChildFSPCEOEndorsementdocument_ID10505%20Portal%20Entry%20of%20CEO%20End.pdf,CEO Endorsement,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,ID10505_Agency Project Document,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/97e2aeae-7597-e911-a83f-000d3a375888/Roadmap/Agencyprojectdocument_ID10505Agency%20Project%20Document.pdf,Project Document,Angola
10505,Strengthen Management and Climate Change Resilience in Angola's Conservation Areas for Sustainable Development,https://www.thegef.org/projects-operations/projects/10505,PIF Document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/97e2aeae-7597-e911-a83f-000d3a375888_PIF.pdf,Project Identification Form,Angola
10256,Land and natural resource degradation neutrality and community vulnerability reduction in selected Miombo and Mopane Ecoregions of Angola (Okavango and Cunene river basin),https://www.thegef.org/projects-operations/projects/10256,CEO Endorsement/Approval Review Sheet Document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/60219c77-db90-e911-a82b-000d3a365662_ReviewSheet_CEOEndorsement.pdf,CEO Endorsement,Angola
10256,Land and natural resource degradation neutrality and community vulnerability reduction in selected Miombo and Mopane Ecoregions of Angola (Okavango and Cunene river basin),https://www.thegef.org/projects-operations/projects/10256,1st PIR Report,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/60219c77-db90-e911-a82b-000d3a365662_1st%20PIR.pdf,Project Implementation Report,Angola
10256,Land and natural resource degradation neutrality and community vulnerability reduction in selected Miombo and Mopane Ecoregions of Angola (Okavango and Cunene river basin),https://www.thegef.org/projects-operations/projects/10256,FSP CEO endorsement document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/60219c77-db90-e911-a82b-000d3a365662_CEOEndorsement.pdf,CEO Endorsement,Angola
10256,Land and natural resource degradation neutrality and community vulnerability reduction in selected Miombo and Mopane Ecoregions of Angola (Okavango and Cunene river basin),https://www.thegef.org/projects-operations/projects/10256,GEFID10256_2025PIR_FAO_Angola,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/60219c77-db90-e911-a82b-000d3a365662/PIR/ProjectImplementationReportPIR_GEFID102562025PIRFAOAngola.xlsx,Project Implementation Report,Angola
10256,Land and natural resource degradation neutrality and community vulnerability reduction in selected Miombo and Mopane Ecoregions of Angola (Okavango and Cunene river basin),https://www.thegef.org/projects-operations/projects/10256,REVISED ProDoc DSL IP Angola 26.04.2021,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/60219c77-db90-e911-a82b-000d3a365662/Roadmap/ChildFSPCEOEndorsementdocument_REVISED%20DSL%20IP%20ProDoc%20Angola%2026.04.2021.docx,CEO Endorsement,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,CEO Endorsement/Approval Review Sheet Document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/37a0696a-df7c-e811-8124-3863bb2e1360_ReviewSheet_CEOEndorsement.pdf,CEO Endorsement,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,5885 Annex A  Multi Year Work Plan,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/Others_5885%20Annex%20A%20%20Multi%20Year%20Work%20Plan.docx,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,5885 Annex H  UNDP Risk Log,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/Others_5885%20Annex%20H%20%20UNDP%20Risk%20Log.docx,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,FSP CEO endorsement document,https://publicpartnershipdata.azureedge.net/gef/GEFProjectVersions/37a0696a-df7c-e811-8124-3863bb2e1360_CEOEndorsement.pdf,CEO Endorsement,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIF Document for WPI (Revised),https://publicpartnershipdata.azureedge.net/gef/PMISGEFDocuments/Climate%20Change/Angola%20-%20%289810%29%20-%20Promoting%20sustainable%20energy%20access%20for%20rural%20comm/03-22-17_PIF__Request_Document.pdf,Project Identification Form,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS - 5989 - Theory of Change - v1 - Annex SA2,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/_PIMS%20-%205989%20-%20Theory%20of%20Change%20-%20v1%20-%20Annex%20SA2%20.doc,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - Access to Finance - Baseline assessment - Annex SA5,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/_PIMS%205989%20-%20Access%20to%20Finance%20-%20Baseline%20assessment%20-%20Annex%20SA5%20.doc,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - Annex E - UNDP SESP,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/Others_PIMS%205989%20-%20Annex%20E%20-%20UNDP%20SESP.docx,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - Annex F - Stakeholder Engagement Plan,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/Others_PIMS%205989%20-%20Annex%20F%20-%20Stakeholder%20Engagement%20Plan.docx,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - Annex G - Gender Analysis and Action Plan,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/Others_PIMS%205989%20-%20Annex%20G%20-%20Gender%20Analysis%20and%20Action%20Plan.doc,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - Co-finance letter,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/Cofinancingletter_PIMS%205989%20-%20Co-finance%20letter.pdf,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - Financial Analysis - Annex SA7,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/_PIMS%205989%20-%20Financial%20Analysis%20-%20Annex%20SA7%20.doc,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - GEF Taxonomy Worksheet - CEO ER - Annex F-1,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/Cofinancingletter_PIMS%205989%20-%20GEF%20Taxonomy%20Worksheet%20-%20CEO%20ER%20-%20Annex%20F-1.docx,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - GEF7 Core Indicators - CEO ER - Annex E-1,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/Others_PIMS%205989%20-%20GEF7%20Core%20Indicators%20-%20CEO%20ER%20-%20Annex%20E-1.docx,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - GHG Emission Reduction Calculations - Annex SA6,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/_PIMS%205989%20-%20GHG%20Emission%20Reduction%20Calculations%20-%20Annex%20SA6%20.doc,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - OFP letter for DPC,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/OFPsLetterofEndorsementCountryname_PIMS%205989%20-%20OFP%20letter%20for%20DPC.pdf,NA,Angola
9810,Promoting Sustainable Energy Access for Rural Communities in South-Eastern Angola,https://www.thegef.org/projects-operations/projects/9810,PIMS 5989 - Rural Energy Access in Angola  CEO ER - 23 September 2019,https://publicpartnershipdata.azureedge.net/gef/GEFDocuments/37a0696a-df7c-e811-8124-3863bb2e1360/Roadmap/FSPCEOEndorsementdocument_PIMS%205989%20-%20Rural%20Energy%20Access%20in%20Angola%20%20CEO%20ER%20-%2023%20September%202019.doc,CEO Endorsement,Angola
